Time (s),T (N · m),Force (N),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
11.56,4.04E-04,0.016,-1.48,-3.377,-5.89,-0.0353,-0.081,-0.141
11.58,4.48E-04,0.018,-1.547,-3.495,-5.89,-0.0369,-0.083,-0.141
11.6,4.48E-04,0.018,-1.619,-3.613,-2.945,-0.0387,-0.086,-0.07
11.62,4.48E-04,0.018,-1.692,-3.613,-0.982,-0.0404,-0.086,-0.023
11.64,4.48E-04,0.018,-1.764,-3.652,-2.945,-0.0421,-0.087,-0.07
11.66,4.04E-04,0.016,-1.838,-3.731,-1.963,-0.0439,-0.089,-0.047
11.68,3.60E-04,0.014,-1.913,-3.731,0.982,-0.0457,-0.089,0.023
11.7,3.60E-04,0.014,-1.987,-3.691,1.963,-0.0474,-0.088,0.047
11.72,4.48E-04,0.018,-2.061,-3.652,3.927,-0.0492,-0.087,0.094
11.74,3.60E-04,0.014,-2.133,-3.534,5.89,-0.0509,-0.084,0.141
11.76,4.04E-04,0.016,-2.202,-3.416,4.909,-0.0526,-0.082,0.117
11.78,4.04E-04,0.016,-2.27,-3.338,4.909,-0.0542,-0.08,0.117
11.8,3.17E-04,0.013,-2.336,-3.22,7.854,-0.0558,-0.077,0.188
11.82,4.04E-04,0.016,-2.399,-3.024,9.817,-0.0573,-0.072,0.234
11.84,4.04E-04,0.016,-2.457,-2.827,9.817,-0.0586,-0.068,0.234
11.86,4.04E-04,0.016,-2.512,-2.631,10.799,-0.06,-0.063,0.258
11.88,3.60E-04,0.014,-2.562,-2.395,11.781,-0.0612,-0.057,0.281
11.9,3.60E-04,0.014,-2.608,-2.16,11.781,-0.0622,-0.052,0.281
11.92,4.48E-04,0.018,-2.648,-1.924,,-0.0632,-0.046,
11.94,4.48E-04,0.018,-2.684,,,-0.0641,,
