Time (s),Force (N),Position (m)
2.52,-4.231,0.3077
2.53,-4.282,0.308
2.54,-4.31,0.3084
2.55,-4.345,0.3087
2.56,-4.397,0.3089
2.57,-4.476,0.3091
2.58,-4.61,0.3092
2.59,-4.649,0.3096
2.6,-4.616,0.3099
2.61,-4.593,0.3101
2.62,-4.596,0.3104
2.63,-4.616,0.3106
2.64,-4.659,0.3108
2.65,-4.717,0.311
2.66,-4.771,0.3111
2.67,-4.848,0.3111
2.68,-4.911,0.3113
2.69,-4.874,0.3116
2.7,-4.804,0.3118
2.71,-4.822,0.3118
2.72,-4.885,0.312
2.73,-4.948,0.3122
2.74,-4.963,0.3124
2.75,-4.981,0.3123
2.76,-4.998,0.3125
2.77,-5,0.3125
2.78,-5,0.3125
2.79,-5.063,0.3127
2.8,-5.108,0.3127
2.81,-5.121,0.3129
2.82,-5.094,0.313
2.83,-5.047,0.313
2.84,-5.009,0.3132
2.85,-5.058,0.3132
2.86,-5.175,0.3132
2.87,-5.189,0.3134
2.88,-5.152,0.3134
2.89,-5.142,0.3134
2.9,-5.185,0.3134
2.91,-5.241,0.3134
2.92,-5.292,0.3134
2.93,-5.292,0.3136
2.94,-5.224,0.3136
2.95,-5.154,0.3135
2.96,-5.14,0.3137
2.97,-5.185,0.3136
2.98,-5.278,0.3136
2.99,-5.33,0.3135
3,-5.327,0.3137
3.01,-5.304,0.3137
3.02,-5.274,0.3139
3.03,-5.243,0.3139
3.04,-5.225,0.3139
3.05,-5.262,0.3139
3.06,-5.28,0.3139
3.07,-5.332,0.3139
3.08,-5.36,0.3139
3.09,-5.35,0.3139
3.1,-5.299,0.3141
3.11,-5.313,0.3141
3.12,-5.376,0.3141
3.13,-5.435,0.3141
3.14,-5.47,0.3141
3.15,-5.444,0.3142
3.16,-5.432,0.3142
3.17,-5.409,0.3144
3.18,-5.377,0.3144
3.19,-5.388,0.3144
3.2,-5.482,0.3144
3.21,-5.566,0.3146
3.22,-5.608,0.3146
3.23,-5.58,0.3147
3.24,-5.496,0.3149
3.25,-5.454,0.3151
3.26,-5.442,0.3151
3.27,-5.465,0.3153
3.28,-5.5,0.3153
3.29,-5.556,0.3153
3.3,-5.648,0.3153
3.31,-5.715,0.3154
3.32,-5.76,0.3156
3.33,-5.772,0.3158
3.34,-5.713,0.3161
3.35,-5.659,0.3165
3.36,-5.648,0.3166
3.37,-5.643,0.317
3.38,-5.701,0.3172
3.39,-5.779,0.3173
3.4,-5.837,0.3175
3.41,-5.912,0.3177
3.42,-5.926,0.3178
3.43,-5.876,0.3182
3.44,-5.848,0.3183
3.45,-5.841,0.3187
3.46,-5.842,0.3189
3.47,-5.841,0.3189
3.48,-5.898,0.3191
3.49,-5.923,0.319
3.5,-6.001,0.3192
3.51,-6.159,0.3194
3.52,-6.244,0.3195
3.53,-6.213,0.3199
3.54,-6.118,0.3202
3.55,-6.014,0.3206
3.56,-6.005,0.3207
3.57,-6.054,0.3211
3.58,-6.12,0.3211
3.59,-6.192,0.3213
3.6,-6.236,0.3214
3.61,-6.256,0.3218
3.62,-6.288,0.3218
3.63,-6.316,0.3221
3.64,-6.389,0.3223
3.65,-6.449,0.3225
3.66,-6.422,0.3228
3.67,-6.368,0.323
3.68,-6.346,0.3233
3.69,-6.36,0.3235
3.7,-6.402,0.3237
3.71,-6.447,0.3239
3.72,-6.482,0.324
3.73,-6.485,0.3242
3.74,-6.501,0.3242
3.75,-6.499,0.3244
3.76,-6.482,0.3244
3.77,-6.492,0.3246
3.78,-6.527,0.3246
3.79,-6.545,0.3245
3.8,-6.594,0.3247
3.81,-6.618,0.3247
3.82,-6.616,0.3249
3.83,-6.615,0.3249
3.84,-6.615,0.3251
3.85,-6.602,0.3253
3.86,-6.512,0.3253
3.87,-6.506,0.3253
3.88,-6.547,0.3253
3.89,-6.566,0.3253
3.9,-6.608,0.3253
3.91,-6.639,0.3252
3.92,-6.699,0.3254
3.93,-6.782,0.3254
3.94,-6.817,0.3256
3.95,-6.784,0.3258
3.96,-6.721,0.3259
3.97,-6.667,0.3261
3.98,-6.658,0.3263
3.99,-6.679,0.3265
4,-6.711,0.3264
4.01,-6.744,0.3266
4.02,-6.833,0.3266
4.03,-6.95,0.3268
4.04,-7.02,0.327
4.05,-6.968,0.3271
4.06,-6.91,0.3275
4.07,-6.872,0.3278
4.08,-6.863,0.328
4.09,-6.87,0.3282
4.1,-6.9,0.3283
4.11,-6.955,0.3285
4.12,-7.032,0.3287
4.13,-7.071,0.3288
4.14,-7.027,0.329
4.15,-6.992,0.3292
4.16,-6.959,0.3294
4.17,-6.942,0.3294
4.18,-6.966,0.3296
4.19,-6.99,0.3296
4.2,-7.006,0.3296
4.21,-7.045,0.3296
4.22,-7.102,0.3296
4.23,-7.148,0.3295
4.24,-7.095,0.3297
4.25,-7.006,0.3297
4.26,-7.02,0.3297
4.27,-7.057,0.3297
4.28,-7.06,0.3297
4.29,-7.052,0.3297
4.3,-7.073,0.3297
4.31,-7.102,0.3297
4.32,-7.101,0.3299
4.33,-7.108,0.3299
4.34,-7.116,0.3299
4.35,-7.109,0.3299
4.36,-7.094,0.3299
4.37,-7.097,0.3299
4.38,-7.12,0.3301
4.39,-7.162,0.3301
4.4,-7.198,0.3301
4.41,-7.239,0.3302
4.42,-7.27,0.3304
4.43,-7.261,0.3306
4.44,-7.247,0.3307
4.45,-7.24,0.3309
4.46,-7.26,0.3313
4.47,-7.296,0.3314
4.48,-7.326,0.3318
4.49,-7.324,0.3319
4.5,-7.3,0.3323
4.51,-7.288,0.3325
4.52,-7.315,0.3326
4.53,-7.342,0.3328
4.54,-7.356,0.333
4.55,-7.373,0.3332
4.56,-7.389,0.3331
4.57,-7.398,0.3333
4.58,-7.391,0.3333
4.59,-7.424,0.3333
4.6,-7.457,0.3333
4.61,-7.464,0.3333
4.62,-7.461,0.3335
4.63,-7.445,0.3335
4.64,-7.445,0.3335
4.65,-7.461,0.3335
4.66,-7.499,0.3337
4.67,-7.516,0.3337
4.68,-7.537,0.3338
4.69,-7.558,0.334
4.7,-7.579,0.3342
4.71,-7.592,0.3344
4.72,-7.609,0.3345
4.73,-7.606,0.3347
4.74,-7.613,0.3349
4.75,-7.618,0.335
4.76,-7.621,0.3352
4.77,-7.625,0.3354
4.78,-7.623,0.3354
4.79,-7.618,0.3356
4.8,-7.625,0.3356
4.81,-7.658,0.3356
4.82,-7.674,0.3356
4.83,-7.663,0.3357
4.84,-7.632,0.3357
4.85,-7.583,0.3358
4.86,-7.544,0.3356
4.87,-7.516,0.3356
4.88,-7.502,0.3356
4.89,-7.515,0.3356
4.9,-7.541,0.3356
4.91,-7.569,0.3356
4.92,-7.583,0.3358
4.93,-7.59,0.3356
4.94,-7.586,0.3357
4.95,-7.586,0.3357
4.96,-7.595,0.3357
4.97,-7.607,0.3357
4.98,-7.609,0.3357
4.99,-7.604,0.3357
5,-7.602,0.3357
5.01,-7.614,0.3357
5.02,-7.649,0.3357
5.03,-7.667,0.3357
5.04,-7.672,0.3357
5.05,-7.667,0.3357
5.06,-7.663,0.3357
5.07,-7.665,0.3357
5.08,-7.674,0.3357
5.09,-7.695,0.3357
5.1,-7.709,0.3357
5.11,-7.707,0.3357
5.12,-7.712,0.3359
5.13,-7.703,0.3359
5.14,-7.689,0.3359
5.15,-7.681,0.3359
5.16,-7.691,0.3359
5.17,-7.696,0.3359
5.18,-7.702,0.3359
5.19,-7.705,0.3359
5.2,-7.728,0.3359
5.21,-7.751,0.3359
5.22,-7.768,0.3361
5.23,-7.766,0.3361
5.24,-7.761,0.3361
5.25,-7.747,0.3363
5.26,-7.742,0.3363
5.27,-7.738,0.3363
5.28,-7.73,0.3363
5.29,-7.719,0.3363
5.3,-7.707,0.3363
5.31,-7.703,0.3363
5.32,-7.707,0.3362
5.33,-7.717,0.3364
5.34,-7.73,0.3364
5.35,-7.745,0.3364
5.36,-7.742,0.3364
5.37,-7.735,0.3364
5.38,-7.745,0.3364
5.39,-7.742,0.3366
5.4,-7.733,0.3366
5.41,-7.726,0.3366
5.42,-7.716,0.3366
5.43,-7.7,0.3366
5.44,-7.693,0.3366
5.45,-7.688,0.3366
5.46,-7.675,0.3366
5.47,-7.667,0.3366
5.48,-7.656,0.3366
5.49,-7.639,0.3366
5.5,-7.625,0.3366
5.51,-7.606,0.3366
5.52,-7.597,0.3366
5.53,-7.585,0.3364
5.54,-7.571,0.3364
5.55,-7.571,0.3366
5.56,-7.558,0.3364
5.57,-7.555,0.3364
5.58,-7.548,0.3364
5.59,-7.537,0.3364
5.6,-7.536,0.3366
5.61,-7.536,0.3364
5.62,-7.518,0.3364
5.63,-7.508,0.3364
5.64,-7.501,0.3364
5.65,-7.495,0.3364
5.66,-7.48,0.3364
5.67,-7.478,0.3364
5.68,-7.478,0.3364
5.69,-7.481,0.3364
5.7,-7.476,0.3364
5.71,-7.462,0.3364
5.72,-7.445,0.3363
5.73,-7.426,0.3363
5.74,-7.422,0.3363
5.75,-7.417,0.3363
5.76,-7.413,0.3363
5.77,-7.424,0.3363
5.78,-7.434,0.3363
5.79,-7.419,0.3361
5.8,-7.396,0.3361
5.81,-7.382,0.3361
5.82,-7.387,0.3361
5.83,-7.396,0.3361
5.84,-7.38,0.3361
5.85,-7.352,0.3361
5.86,-7.336,0.3361
5.87,-7.329,0.3359
5.88,-7.338,0.3359
5.89,-7.359,0.3359
5.9,-7.37,0.3359
5.91,-7.356,0.3359
5.92,-7.335,0.3359
5.93,-7.335,0.3359
5.94,-7.342,0.3359
5.95,-7.35,0.3359
5.96,-7.352,0.3359
5.97,-7.356,0.3359
5.98,-7.356,0.3359
5.99,-7.357,0.3359
6,-7.354,0.3359
6.01,-7.357,0.3359
6.02,-7.357,0.3359
6.03,-7.366,0.3359
6.04,-7.375,0.3359
6.05,-7.384,0.3359
6.06,-7.398,0.3359
6.07,-7.405,0.3359
6.08,-7.417,0.3359
6.09,-7.422,0.3359
6.1,-7.427,0.3359
6.11,-7.433,0.3359
6.12,-7.436,0.3359
6.13,-7.445,0.3359
6.14,-7.45,0.3359
6.15,-7.454,0.3359
6.16,-7.455,0.3359
6.17,-7.455,0.3359
6.18,-7.461,0.3359
6.19,-7.459,0.3359
6.2,-7.457,0.3359
6.21,-7.454,0.3359
6.22,-7.455,0.3359
6.23,-7.462,0.3359
6.24,-7.473,0.3359
6.25,-7.483,0.3359
6.26,-7.49,0.3359
6.27,-7.49,0.3359
6.28,-7.478,0.3359
6.29,-7.462,0.3359
6.3,-7.448,0.3359
6.31,-7.441,0.3359
6.32,-7.429,0.3359
6.33,-7.426,0.3359
6.34,-7.426,0.3359
6.35,-7.426,0.3359
6.36,-7.427,0.3359
6.37,-7.431,0.3359
6.38,-7.422,0.3359
6.39,-7.422,0.3359
6.4,-7.419,0.3359
6.41,-7.413,0.3359
6.42,-7.415,0.3359
6.43,-7.413,0.3359
6.44,-7.42,0.3359
6.45,-7.427,0.3359
6.46,-7.438,0.3359
6.47,-7.447,0.3359
6.48,-7.457,0.3359
6.49,-7.469,0.3359
6.5,-7.485,0.3359
6.51,-7.522,0.3359
6.52,-7.548,0.3359
6.53,-7.579,0.3359
6.54,-7.595,0.3359
6.55,-7.583,0.3359
6.56,-7.564,0.3361
6.57,-7.541,0.3361
6.58,-7.544,0.3361
6.59,-7.548,0.3361
6.6,-7.544,0.3361
6.61,-7.537,0.3361
6.62,-7.53,0.3361
6.63,-7.527,0.3361
6.64,-7.523,0.3361
6.65,-7.513,0.3361
6.66,-7.501,0.3361
6.67,-7.481,0.3361
6.68,-7.466,0.3361
6.69,-7.443,0.3361
6.7,-7.42,0.3361
6.71,-7.396,0.3361
6.72,-7.375,0.3361
6.73,-7.364,0.3359
6.74,-7.368,0.3359
6.75,-7.375,0.3359
6.76,-7.385,0.3359
6.77,-7.387,0.3359
6.78,-7.384,0.3359
6.79,-7.373,0.3359
6.8,-7.373,0.3359
6.81,-7.364,0.3359
6.82,-7.371,0.3359
6.83,-7.384,0.3359
6.84,-7.391,0.3359
6.85,-7.396,0.3359
6.86,-7.408,0.3359
6.87,-7.408,0.3359
6.88,-7.406,0.3359
6.89,-7.391,0.3359
6.9,-7.378,0.3359
6.91,-7.363,0.3359
6.92,-7.338,0.3359
6.93,-7.314,0.3359
6.94,-7.303,0.3359
6.95,-7.312,0.3357
6.96,-7.314,0.3357
6.97,-7.308,0.3357
6.98,-7.314,0.3358
6.99,-7.312,0.3356
7,-7.307,0.3356
7.01,-7.277,0.3356
7.02,-7.258,0.3356
7.03,-7.251,0.3356
7.04,-7.26,0.3356
7.05,-7.261,0.3356
7.06,-7.267,0.3356
7.07,-7.277,0.3354
7.08,-7.282,0.3354
7.09,-7.275,0.3354
7.1,-7.272,0.3354
7.11,-7.281,0.3354
7.12,-7.296,0.3354
7.13,-7.319,0.3354
7.14,-7.354,0.3356
7.15,-7.389,0.3356
7.16,-7.394,0.3356
7.17,-7.398,0.3356
7.18,-7.413,0.3356
7.19,-7.438,0.3356
7.2,-7.45,0.3356
7.21,-7.476,0.3356
7.22,-7.509,0.3356
7.23,-7.534,0.3356
7.24,-7.536,0.3357
7.25,-7.516,0.3357
7.26,-7.515,0.3357
7.27,-7.529,0.3357
7.28,-7.539,0.3357
7.29,-7.543,0.3357
7.3,-7.534,0.3357
7.31,-7.537,0.3357
7.32,-7.544,0.3357
7.33,-7.553,0.3357
7.34,-7.572,0.3357
7.35,-7.571,0.3357
7.36,-7.543,0.3357
7.37,-7.511,0.3357
7.38,-7.464,0.3357
7.39,-7.403,0.3357
7.4,-7.368,0.3357
7.41,-7.375,0.3357
7.42,-7.396,0.3357
7.43,-7.405,0.3357
7.44,-7.415,0.3357
7.45,-7.445,0.3357
7.46,-7.473,0.3357
7.47,-7.474,0.3357
7.48,-7.459,0.3357
7.49,-7.436,0.3357
7.5,-7.417,0.3357
7.51,-7.426,0.3357
7.52,-7.438,0.3357
7.53,-7.461,0.3357
7.54,-7.485,0.3357
7.55,-7.476,0.3357
7.56,-7.461,0.3357
7.57,-7.426,0.3357
7.58,-7.377,0.3357
7.59,-7.366,0.3357
7.6,-7.398,0.3357
7.61,-7.419,0.3357
7.62,-7.408,0.3357
7.63,-7.396,0.3357
7.64,-7.406,0.3357
7.65,-7.396,0.3357
7.66,-7.394,0.3357
7.67,-7.415,0.3357
7.68,-7.433,0.3357
7.69,-7.447,0.3357
7.7,-7.466,0.3357
7.71,-7.474,0.3357
7.72,-7.457,0.3357
7.73,-7.445,0.3357
7.74,-7.426,0.3357
7.75,-7.408,0.3357
7.76,-7.387,0.3357
7.77,-7.385,0.3357
7.78,-7.385,0.3357
7.79,-7.389,0.3357
7.8,-7.385,0.3357
7.81,-7.387,0.3357
7.82,-7.391,0.3357
7.83,-7.398,0.3357
7.84,-7.406,0.3357
7.85,-7.436,0.3357
7.86,-7.466,0.3357
7.87,-7.487,0.3357
7.88,-7.499,0.3357
7.89,-7.497,0.3357
7.9,-7.499,0.3357
7.91,-7.506,0.3357
7.92,-7.497,0.3357
7.93,-7.481,0.3357
7.94,-7.474,0.3357
7.95,-7.478,0.3357
7.96,-7.476,0.3357
7.97,-7.487,0.3357
7.98,-7.473,0.3357
7.99,-7.445,0.3357
8,-7.413,0.3357
8.01,-7.399,0.3358
8.02,-7.398,0.3356
8.03,-7.398,0.3356
8.04,-7.389,0.3356
8.05,-7.37,0.3356
8.06,-7.35,0.3356
8.07,-7.336,0.3356
8.08,-7.342,0.3356
8.09,-7.35,0.3356
8.1,-7.366,0.3356
8.11,-7.378,0.3354
8.12,-7.37,0.3354
8.13,-7.342,0.3354
8.14,-7.335,0.3354
8.15,-7.333,0.3354
8.16,-7.333,0.3354
8.17,-7.331,0.3354
8.18,-7.333,0.3354
8.19,-7.336,0.3354
8.2,-7.34,0.3354
8.21,-7.35,0.3354
8.22,-7.373,0.3354
8.23,-7.378,0.3354
8.24,-7.378,0.3354
8.25,-7.375,0.3354
8.26,-7.368,0.3354
8.27,-7.363,0.3354
8.28,-7.359,0.3354
8.29,-7.354,0.3354
8.3,-7.349,0.3354
8.31,-7.343,0.3354
8.32,-7.342,0.3354
8.33,-7.335,0.3354
8.34,-7.333,0.3354
8.35,-7.338,0.3354
8.36,-7.335,0.3354
8.37,-7.333,0.3354
8.38,-7.328,0.3354
8.39,-7.322,0.3354
8.4,-7.326,0.3354
8.41,-7.324,0.3354
8.42,-7.324,0.3354
8.43,-7.322,0.3354
8.44,-7.324,0.3354
8.45,-7.326,0.3354
8.46,-7.328,0.3354
8.47,-7.329,0.3354
8.48,-7.335,0.3354
8.49,-7.342,0.3354
8.5,-7.345,0.3354
8.51,-7.35,0.3354
8.52,-7.352,0.3354
8.53,-7.35,0.3354
8.54,-7.35,0.3354
8.55,-7.357,0.3354
8.56,-7.391,0.3354
8.57,-7.429,0.3354
8.58,-7.45,0.3354
8.59,-7.448,0.3354
8.6,-7.438,0.3354
8.61,-7.443,0.3354
8.62,-7.443,0.3354
8.63,-7.434,0.3354
8.64,-7.44,0.3354
8.65,-7.448,0.3354
8.66,-7.438,0.3354
8.67,-7.44,0.3354
8.68,-7.44,0.3354
8.69,-7.427,0.3354
8.7,-7.431,0.3354
8.71,-7.434,0.3354
8.72,-7.433,0.3354
8.73,-7.433,0.3354
8.74,-7.44,0.3354
8.75,-7.433,0.3354
8.76,-7.429,0.3354
8.77,-7.424,0.3354
8.78,-7.412,0.3354
8.79,-7.399,0.3354
8.8,-7.392,0.3354
8.81,-7.391,0.3354
8.82,-7.389,0.3354
8.83,-7.391,0.3354
8.84,-7.392,0.3354
8.85,-7.391,0.3354
8.86,-7.387,0.3354
8.87,-7.375,0.3354
8.88,-7.366,0.3354
8.89,-7.371,0.3354
8.9,-7.378,0.3354
8.91,-7.37,0.3354
8.92,-7.37,0.3354
8.93,-7.373,0.3354
8.94,-7.371,0.3354
8.95,-7.368,0.3354
8.96,-7.364,0.3354
8.97,-7.368,0.3354
8.98,-7.371,0.3354
8.99,-7.375,0.3354
9,-7.385,0.3354
9.01,-7.396,0.3354
9.02,-7.399,0.3354
9.03,-7.408,0.3354
9.04,-7.41,0.3354
9.05,-7.415,0.3354
9.06,-7.419,0.3354
9.07,-7.431,0.3354
9.08,-7.441,0.3354
9.09,-7.447,0.3354
9.1,-7.455,0.3354
9.11,-7.454,0.3354
9.12,-7.45,0.3354
9.13,-7.45,0.3354
9.14,-7.452,0.3354
9.15,-7.448,0.3354
9.16,-7.452,0.3354
9.17,-7.452,0.3354
9.18,-7.455,0.3354
9.19,-7.455,0.3354
9.2,-7.452,0.3354
9.21,-7.448,0.3354
9.22,-7.447,0.3354
9.23,-7.45,0.3354
9.24,-7.448,0.3354
9.25,-7.45,0.3354
9.26,-7.457,0.3354
9.27,-7.459,0.3354
9.28,-7.466,0.3354
9.29,-7.462,0.3354
9.3,-7.461,0.3354
9.31,-7.461,0.3354
9.32,-7.454,0.3354
9.33,-7.45,0.3354
9.34,-7.45,0.3354
9.35,-7.448,0.3354
9.36,-7.441,0.3354
9.37,-7.44,0.3354
9.38,-7.436,0.3354
9.39,-7.427,0.3354
9.4,-7.42,0.3354
9.41,-7.417,0.3354
9.42,-7.405,0.3354
9.43,-7.401,0.3354
9.44,-7.396,0.3354
9.45,-7.391,0.3354
9.46,-7.394,0.3354
9.47,-7.392,0.3354
9.48,-7.394,0.3354
9.49,-7.398,0.3354
9.5,-7.401,0.3354
9.51,-7.401,0.3354
9.52,-7.406,0.3354
9.53,-7.417,0.3354
9.54,-7.429,0.3354
9.55,-7.44,0.3354
9.56,-7.447,0.3354
9.57,-7.436,0.3354
9.58,-7.436,0.3354
9.59,-7.426,0.3354
9.6,-7.42,0.3354
9.61,-7.417,0.3354
9.62,-7.413,0.3354
9.63,-7.413,0.3354
9.64,-7.413,0.3354
9.65,-7.405,0.3354
9.66,-7.399,0.3354
9.67,-7.394,0.3354
9.68,-7.398,0.3354
9.69,-7.394,0.3354
9.7,-7.394,0.3354
9.71,-7.392,0.3354
9.72,-7.389,0.3354
9.73,-7.384,0.3354
9.74,-7.384,0.3354
9.75,-7.385,0.3354
9.76,-7.391,0.3354
9.77,-7.399,0.3354
9.78,-7.413,0.3354
9.79,-7.422,0.3354
9.8,-7.433,0.3354
9.81,-7.434,0.3354
9.82,-7.429,0.3354
9.83,-7.438,0.3354
9.84,-7.448,0.3354
9.85,-7.464,0.3354
9.86,-7.478,0.3354
9.87,-7.487,0.3354
9.88,-7.492,0.3354
9.89,-7.492,0.3354
9.9,-7.494,0.3354
9.91,-7.501,0.3354
9.92,-7.504,0.3354
9.93,-7.516,0.3354
9.94,-7.522,0.3354
9.95,-7.525,0.3354
9.96,-7.527,0.3354
9.97,-7.53,0.3354
9.98,-7.532,0.3356
9.99,-7.537,0.3356
10,-7.541,0.3356
