Time (s),Force (N),Position (m)
14.59,-7.202,0.3356
14.6,-7.198,0.3356
14.61,-7.197,0.3356
14.62,-7.198,0.3356
14.63,-7.202,0.3356
14.64,-7.209,0.3356
14.65,-7.211,0.3356
14.66,-7.211,0.3356
14.67,-7.209,0.3356
14.68,-7.204,0.3356
14.69,-7.195,0.3356
14.7,-7.195,0.3356
14.71,-7.197,0.3356
14.72,-7.198,0.3356
14.73,-7.198,0.3356
14.74,-7.198,0.3356
14.75,-7.197,0.3356
14.76,-7.195,0.3356
14.77,-7.195,0.3356
14.78,-7.191,0.3356
14.79,-7.191,0.3356
14.8,-7.191,0.3356
14.81,-7.19,0.3356
14.82,-7.193,0.3356
14.83,-7.19,0.3356
14.84,-7.184,0.3356
14.85,-7.184,0.3356
14.86,-7.184,0.3356
14.87,-7.183,0.3356
14.88,-7.188,0.3356
14.89,-7.19,0.3356
14.9,-7.191,0.3356
14.91,-7.193,0.3356
14.92,-7.191,0.3356
14.93,-7.19,0.3356
14.94,-7.191,0.3356
14.95,-7.186,0.3356
14.96,-7.188,0.3356
14.97,-7.193,0.3356
14.98,-7.202,0.3356
14.99,-7.2,0.3356
15,-7.198,0.3356
15.01,-7.197,0.3356
15.02,-7.197,0.3356
15.03,-7.191,0.3356
15.04,-7.191,0.3356
15.05,-7.19,0.3356
15.06,-7.188,0.3356
15.07,-7.193,0.3356
15.08,-7.193,0.3356
15.09,-7.193,0.3356
15.1,-7.191,0.3356
15.11,-7.193,0.3356
15.12,-7.186,0.3356
15.13,-7.19,0.3356
15.14,-7.186,0.3356
15.15,-7.191,0.3356
15.16,-7.195,0.3356
15.17,-7.195,0.3356
15.18,-7.195,0.3356
15.19,-7.191,0.3356
15.2,-7.193,0.3356
15.21,-7.19,0.3356
15.22,-7.186,0.3356
15.23,-7.184,0.3356
15.24,-7.186,0.3356
15.25,-7.188,0.3356
15.26,-7.188,0.3356
15.27,-7.193,0.3356
15.28,-7.193,0.3356
15.29,-7.195,0.3356
15.3,-7.195,0.3356
15.31,-7.193,0.3356
15.32,-7.191,0.3356
15.33,-7.191,0.3356
15.34,-7.195,0.3356
15.35,-7.197,0.3356
15.36,-7.191,0.3356
15.37,-7.191,0.3356
15.38,-7.193,0.3356
15.39,-7.197,0.3356
15.4,-7.195,0.3356
15.41,-7.195,0.3356
15.42,-7.195,0.3356
15.43,-7.197,0.3356
15.44,-7.2,0.3356
15.45,-7.198,0.3356
15.46,-7.202,0.3356
15.47,-7.204,0.3356
15.48,-7.202,0.3356
15.49,-7.202,0.3356
15.5,-7.204,0.3356
15.51,-7.204,0.3356
15.52,-7.204,0.3356
15.53,-7.2,0.3356
15.54,-7.204,0.3356
15.55,-7.207,0.3356
15.56,-7.216,0.3356
15.57,-7.223,0.3356
15.58,-7.23,0.3356
15.59,-7.232,0.3356
15.6,-7.226,0.3356
15.61,-7.226,0.3356
15.62,-7.218,0.3356
15.63,-7.209,0.3356
15.64,-7.211,0.3356
15.65,-7.211,0.3356
15.66,-7.214,0.3356
15.67,-7.216,0.3356
15.68,-7.214,0.3356
15.69,-7.216,0.3356
15.7,-7.219,0.3356
15.71,-7.225,0.3356
15.72,-7.221,0.3356
15.73,-7.216,0.3356
15.74,-7.205,0.3356
15.75,-7.204,0.3356
15.76,-7.207,0.3356
15.77,-7.209,0.3356
15.78,-7.212,0.3356
15.79,-7.212,0.3356
15.8,-7.212,0.3356
15.81,-7.209,0.3356
15.82,-7.205,0.3356
15.83,-7.205,0.3356
15.84,-7.205,0.3356
15.85,-7.2,0.3356
15.86,-7.2,0.3356
15.87,-7.197,0.3356
15.88,-7.2,0.3356
15.89,-7.204,0.3356
15.9,-7.198,0.3356
15.91,-7.197,0.3356
15.92,-7.193,0.3356
15.93,-7.19,0.3356
15.94,-7.19,0.3356
15.95,-7.19,0.3356
15.96,-7.195,0.3356
15.97,-7.191,0.3356
15.98,-7.183,0.3356
15.99,-7.179,0.3356
16,-7.179,0.3356
16.01,-7.181,0.3356
16.02,-7.188,0.3356
16.03,-7.19,0.3356
16.04,-7.193,0.3356
16.05,-7.191,0.3356
16.06,-7.191,0.3356
16.07,-7.183,0.3356
16.08,-7.183,0.3356
16.09,-7.183,0.3356
16.1,-7.186,0.3356
16.11,-7.19,0.3356
16.12,-7.19,0.3354
16.13,-7.198,0.3356
16.14,-7.211,0.3354
16.15,-7.226,0.3356
16.16,-7.249,0.3356
16.17,-7.267,0.3356
16.18,-7.282,0.3356
16.19,-7.298,0.3356
16.2,-7.308,0.3356
16.21,-7.3,0.3356
16.22,-7.298,0.3356
16.23,-7.3,0.3356
16.24,-7.303,0.3356
16.25,-7.296,0.3356
16.26,-7.291,0.3356
16.27,-7.286,0.3356
16.28,-7.281,0.3356
16.29,-7.277,0.3356
16.3,-7.275,0.3356
16.31,-7.275,0.3356
16.32,-7.261,0.3356
16.33,-7.247,0.3356
16.34,-7.239,0.3356
16.35,-7.223,0.3356
16.36,-7.212,0.3356
16.37,-7.204,0.3356
16.38,-7.198,0.3356
16.39,-7.195,0.3356
16.4,-7.198,0.3356
16.41,-7.198,0.3356
16.42,-7.195,0.3356
16.43,-7.198,0.3354
16.44,-7.2,0.3356
16.45,-7.205,0.3356
16.46,-7.209,0.3354
16.47,-7.214,0.3356
16.48,-7.218,0.3356
16.49,-7.223,0.3356
16.5,-7.232,0.3356
16.51,-7.242,0.3356
16.52,-7.253,0.3356
16.53,-7.26,0.3356
16.54,-7.261,0.3356
16.55,-7.254,0.3356
16.56,-7.249,0.3356
16.57,-7.246,0.3356
16.58,-7.242,0.3356
16.59,-7.239,0.3356
16.6,-7.228,0.3356
16.61,-7.225,0.3356
16.62,-7.223,0.3356
16.63,-7.219,0.3356
16.64,-7.226,0.3356
16.65,-7.232,0.3356
16.66,-7.235,0.3356
16.67,-7.233,0.3356
16.68,-7.226,0.3356
16.69,-7.219,0.3356
16.7,-7.209,0.3356
16.71,-7.205,0.3356
16.72,-7.207,0.3356
16.73,-7.209,0.3356
16.74,-7.212,0.3356
16.75,-7.211,0.3356
16.76,-7.209,0.3356
16.77,-7.205,0.3356
16.78,-7.205,0.3356
16.79,-7.205,0.3356
16.8,-7.207,0.3356
16.81,-7.214,0.3356
16.82,-7.218,0.3356
16.83,-7.216,0.3356
16.84,-7.209,0.3356
16.85,-7.211,0.3356
16.86,-7.205,0.3356
16.87,-7.204,0.3356
16.88,-7.202,0.3356
16.89,-7.209,0.3356
16.9,-7.211,0.3354
16.91,-7.209,0.3356
16.92,-7.209,0.3356
16.93,-7.204,0.3356
16.94,-7.198,0.3356
16.95,-7.198,0.3356
16.96,-7.202,0.3356
16.97,-7.2,0.3356
16.98,-7.202,0.3356
16.99,-7.2,0.3356
17,-7.2,0.3356
17.01,-7.198,0.3356
17.02,-7.197,0.3356
17.03,-7.195,0.3356
17.04,-7.197,0.3356
17.05,-7.197,0.3354
17.06,-7.197,0.3356
17.07,-7.2,0.3356
17.08,-7.205,0.3356
17.09,-7.205,0.3356
17.1,-7.212,0.3354
17.11,-7.214,0.3356
17.12,-7.212,0.3356
17.13,-7.207,0.3356
17.14,-7.2,0.3356
17.15,-7.197,0.3356
17.16,-7.197,0.3356
17.17,-7.198,0.3354
17.18,-7.2,0.3356
17.19,-7.202,0.3356
17.2,-7.205,0.3356
17.21,-7.205,0.3356
17.22,-7.205,0.3356
17.23,-7.207,0.3356
17.24,-7.211,0.3356
17.25,-7.216,0.3354
17.26,-7.218,0.3356
17.27,-7.216,0.3356
17.28,-7.214,0.3356
17.29,-7.216,0.3356
17.3,-7.214,0.3356
17.31,-7.214,0.3356
17.32,-7.214,0.3356
17.33,-7.216,0.3356
17.34,-7.219,0.3356
17.35,-7.219,0.3354
17.36,-7.218,0.3356
17.37,-7.216,0.3356
17.38,-7.214,0.3356
17.39,-7.211,0.3356
17.4,-7.211,0.3356
17.41,-7.209,0.3354
17.42,-7.211,0.3356
17.43,-7.216,0.3354
17.44,-7.219,0.3356
17.45,-7.225,0.3356
17.46,-7.223,0.3356
17.47,-7.226,0.3356
17.48,-7.226,0.3356
17.49,-7.228,0.3356
17.5,-7.226,0.3354
17.51,-7.233,0.3356
17.52,-7.233,0.3356
17.53,-7.233,0.3356
17.54,-7.237,0.3356
17.55,-7.237,0.3356
17.56,-7.233,0.3356
17.57,-7.226,0.3356
17.58,-7.221,0.3354
17.59,-7.223,0.3356
17.6,-7.225,0.3356
17.61,-7.226,0.3356
17.62,-7.221,0.3356
17.63,-7.225,0.3356
17.64,-7.225,0.3354
17.65,-7.225,0.3356
17.66,-7.223,0.3356
17.67,-7.221,0.3356
17.68,-7.216,0.3356
17.69,-7.218,0.3356
17.7,-7.212,0.3356
17.71,-7.204,0.3356
17.72,-7.202,0.3356
17.73,-7.198,0.3354
17.74,-7.198,0.3356
17.75,-7.2,0.3356
17.76,-7.198,0.3356
17.77,-7.202,0.3356
17.78,-7.207,0.3356
17.79,-7.209,0.3356
17.8,-7.212,0.3356
17.81,-7.204,0.3356
17.82,-7.197,0.3354
17.83,-7.186,0.3356
17.84,-7.179,0.3356
17.85,-7.179,0.3354
17.86,-7.179,0.3356
17.87,-7.179,0.3356
17.88,-7.177,0.3356
17.89,-7.181,0.3356
17.9,-7.181,0.3356
17.91,-7.181,0.3356
17.92,-7.186,0.3356
17.93,-7.188,0.3356
17.94,-7.188,0.3356
17.95,-7.188,0.3356
17.96,-7.184,0.3356
17.97,-7.183,0.3356
17.98,-7.177,0.3356
17.99,-7.174,0.3356
18,-7.177,0.3356
18.01,-7.174,0.3356
18.02,-7.169,0.3356
18.03,-7.167,0.3356
18.04,-7.172,0.3354
18.05,-7.179,0.3354
18.06,-7.184,0.3354
18.07,-7.188,0.3354
18.08,-7.19,0.3356
18.09,-7.188,0.3354
18.1,-7.188,0.3356
18.11,-7.19,0.3356
18.12,-7.188,0.3354
18.13,-7.193,0.3356
18.14,-7.2,0.3356
18.15,-7.207,0.3354
18.16,-7.212,0.3356
18.17,-7.207,0.3356
18.18,-7.211,0.3356
18.19,-7.202,0.3354
18.2,-7.2,0.3354
18.21,-7.2,0.3356
18.22,-7.198,0.3354
18.23,-7.202,0.3354
18.24,-7.202,0.3354
18.25,-7.202,0.3356
18.26,-7.205,0.3354
18.27,-7.205,0.3354
18.28,-7.207,0.3354
18.29,-7.211,0.3354
18.3,-7.216,0.3356
18.31,-7.221,0.3356
18.32,-7.223,0.3354
18.33,-7.218,0.3354
18.34,-7.211,0.3354
18.35,-7.207,0.3354
18.36,-7.207,0.3354
18.37,-7.216,0.3356
18.38,-7.225,0.3354
18.39,-7.235,0.3354
18.4,-7.237,0.3356
18.41,-7.235,0.3356
18.42,-7.228,0.3354
18.43,-7.228,0.3354
18.44,-7.232,0.3356
18.45,-7.233,0.3354
18.46,-7.237,0.3354
18.47,-7.244,0.3354
18.48,-7.246,0.3356
18.49,-7.251,0.3354
18.5,-7.256,0.3356
18.51,-7.26,0.3356
18.52,-7.254,0.3356
18.53,-7.246,0.3354
18.54,-7.247,0.3356
18.55,-7.247,0.3356
18.56,-7.254,0.3356
18.57,-7.258,0.3354
18.58,-7.261,0.3356
18.59,-7.263,0.3356
18.6,-7.268,0.3356
18.61,-7.265,0.3356
18.62,-7.26,0.3356
18.63,-7.26,0.3354
18.64,-7.256,0.3356
18.65,-7.258,0.3356
18.66,-7.254,0.3356
18.67,-7.251,0.3356
18.68,-7.256,0.3356
18.69,-7.254,0.3356
18.7,-7.258,0.3354
18.71,-7.263,0.3356
18.72,-7.267,0.3356
18.73,-7.268,0.3356
18.74,-7.27,0.3356
18.75,-7.267,0.3356
18.76,-7.263,0.3356
18.77,-7.26,0.3356
18.78,-7.258,0.3356
18.79,-7.26,0.3356
18.8,-7.26,0.3356
18.81,-7.254,0.3356
18.82,-7.258,0.3356
18.83,-7.256,0.3356
18.84,-7.247,0.3356
18.85,-7.237,0.3356
18.86,-7.232,0.3356
18.87,-7.226,0.3356
18.88,-7.232,0.3356
18.89,-7.233,0.3356
18.9,-7.235,0.3356
18.91,-7.24,0.3356
18.92,-7.24,0.3356
18.93,-7.237,0.3356
18.94,-7.239,0.3356
18.95,-7.239,0.3356
18.96,-7.242,0.3356
18.97,-7.239,0.3356
18.98,-7.237,0.3356
18.99,-7.233,0.3356
19,-7.233,0.3356
19.01,-7.233,0.3356
19.02,-7.232,0.3356
19.03,-7.235,0.3356
19.04,-7.235,0.3356
19.05,-7.242,0.3356
19.06,-7.244,0.3356
19.07,-7.242,0.3356
19.08,-7.235,0.3356
19.09,-7.235,0.3356
19.1,-7.23,0.3356
19.11,-7.233,0.3356
19.12,-7.233,0.3356
19.13,-7.24,0.3356
19.14,-7.246,0.3356
19.15,-7.249,0.3356
19.16,-7.249,0.3356
19.17,-7.247,0.3356
19.18,-7.242,0.3356
19.19,-7.242,0.3356
19.2,-7.246,0.3356
19.21,-7.253,0.3356
19.22,-7.253,0.3356
19.23,-7.247,0.3356
19.24,-7.242,0.3356
19.25,-7.242,0.3356
19.26,-7.242,0.3354
19.27,-7.246,0.3356
19.28,-7.247,0.3354
19.29,-7.251,0.3356
19.3,-7.256,0.3356
19.31,-7.254,0.3356
19.32,-7.258,0.3356
19.33,-7.258,0.3356
19.34,-7.256,0.3356
19.35,-7.256,0.3356
19.36,-7.253,0.3356
19.37,-7.247,0.3356
19.38,-7.247,0.3356
19.39,-7.247,0.3356
19.4,-7.253,0.3356
19.41,-7.253,0.3356
19.42,-7.253,0.3356
19.43,-7.247,0.3356
19.44,-7.242,0.3356
19.45,-7.24,0.3356
19.46,-7.242,0.3356
19.47,-7.247,0.3356
19.48,-7.253,0.3356
19.49,-7.263,0.3356
19.5,-7.267,0.3356
19.51,-7.265,0.3356
19.52,-7.263,0.3356
19.53,-7.26,0.3356
19.54,-7.261,0.3356
19.55,-7.265,0.3356
19.56,-7.268,0.3356
19.57,-7.274,0.3356
19.58,-7.274,0.3356
19.59,-7.274,0.3356
19.6,-7.267,0.3356
19.61,-7.263,0.3356
19.62,-7.261,0.3356
19.63,-7.268,0.3356
19.64,-7.282,0.3356
19.65,-7.289,0.3356
19.66,-7.286,0.3356
19.67,-7.282,0.3356
19.68,-7.277,0.3356
19.69,-7.265,0.3356
19.7,-7.251,0.3356
19.71,-7.247,0.3356
19.72,-7.265,0.3356
19.73,-7.289,0.3356
19.74,-7.314,0.3356
19.75,-7.314,0.3356
19.76,-7.303,0.3356
19.77,-7.294,0.3356
19.78,-7.279,0.3356
19.79,-7.249,0.3356
19.8,-7.235,0.3356
19.81,-7.233,0.3356
19.82,-7.232,0.3356
19.83,-7.232,0.3356
19.84,-7.23,0.3356
19.85,-7.226,0.3356
19.86,-7.221,0.3356
19.87,-7.223,0.3356
19.88,-7.225,0.3356
19.89,-7.23,0.3356
19.9,-7.239,0.3354
19.91,-7.251,0.3356
19.92,-7.265,0.3356
19.93,-7.254,0.3356
19.94,-7.242,0.3354
19.95,-7.226,0.3354
19.96,-7.211,0.3356
19.97,-7.207,0.3356
19.98,-7.204,0.3356
19.99,-7.207,0.3356
20,-7.211,0.3356
20.01,-7.209,0.3356
20.02,-7.212,0.3356
20.03,-7.216,0.3356
20.04,-7.218,0.3354
20.05,-7.221,0.3356
20.06,-7.221,0.3356
20.07,-7.223,0.3356
20.08,-7.226,0.3356
20.09,-7.242,0.3356
20.1,-7.244,0.3356
20.11,-7.253,0.3356
20.12,-7.26,0.3356
20.13,-7.265,0.3356
20.14,-7.27,0.3356
20.15,-7.268,0.3356
20.16,-7.267,0.3356
20.17,-7.26,0.3354
20.18,-7.254,0.3356
20.19,-7.246,0.3356
20.2,-7.24,0.3356
20.21,-7.23,0.3356
20.22,-7.219,0.3356
20.23,-7.214,0.3356
20.24,-7.209,0.3356
20.25,-7.207,0.3356
20.26,-7.209,0.3356
20.27,-7.212,0.3356
20.28,-7.219,0.3356
20.29,-7.23,0.3356
20.3,-7.23,0.3356
20.31,-7.228,0.3356
20.32,-7.226,0.3356
20.33,-7.226,0.3356
20.34,-7.223,0.3356
20.35,-7.225,0.3356
20.36,-7.218,0.3356
20.37,-7.211,0.3356
20.38,-7.209,0.3356
20.39,-7.205,0.3356
20.4,-7.205,0.3356
20.41,-7.205,0.3356
20.42,-7.211,0.3356
20.43,-7.212,0.3356
20.44,-7.214,0.3356
20.45,-7.207,0.3356
20.46,-7.211,0.3356
20.47,-7.212,0.3356
20.48,-7.211,0.3356
20.49,-7.211,0.3356
20.5,-7.218,0.3356
20.51,-7.221,0.3356
20.52,-7.218,0.3356
20.53,-7.212,0.3356
20.54,-7.205,0.3356
20.55,-7.204,0.3356
20.56,-7.2,0.3356
20.57,-7.2,0.3356
20.58,-7.202,0.3356
20.59,-7.204,0.3356
20.6,-7.209,0.3356
20.61,-7.207,0.3356
20.62,-7.205,0.3356
20.63,-7.202,0.3356
20.64,-7.202,0.3356
20.65,-7.198,0.3356
20.66,-7.197,0.3356
20.67,-7.195,0.3356
20.68,-7.197,0.3356
20.69,-7.2,0.3356
20.7,-7.2,0.3356
20.71,-7.198,0.3356
20.72,-7.195,0.3356
20.73,-7.193,0.3356
20.74,-7.197,0.3356
20.75,-7.195,0.3356
20.76,-7.197,0.3356
20.77,-7.191,0.3356
20.78,-7.186,0.3356
20.79,-7.183,0.3356
20.8,-7.183,0.3356
20.81,-7.183,0.3356
20.82,-7.183,0.3356
20.83,-7.183,0.3356
20.84,-7.186,0.3356
20.85,-7.193,0.3356
20.86,-7.198,0.3356
20.87,-7.19,0.3356
20.88,-7.183,0.3354
20.89,-7.17,0.3356
20.9,-7.169,0.3356
20.91,-7.172,0.3356
20.92,-7.169,0.3354
20.93,-7.177,0.3356
20.94,-7.188,0.3356
20.95,-7.202,0.3356
20.96,-7.212,0.3356
20.97,-7.219,0.3354
20.98,-7.219,0.3356
20.99,-7.211,0.3356
21,-7.202,0.3356
21.01,-7.197,0.3356
21.02,-7.19,0.3356
21.03,-7.191,0.3354
21.04,-7.197,0.3356
21.05,-7.2,0.3356
21.06,-7.2,0.3354
21.07,-7.193,0.3354
21.08,-7.184,0.3354
21.09,-7.177,0.3354
21.1,-7.176,0.3354
21.11,-7.183,0.3354
21.12,-7.188,0.3354
21.13,-7.197,0.3354
21.14,-7.197,0.3354
21.15,-7.197,0.3354
21.16,-7.198,0.3354
21.17,-7.19,0.3354
21.18,-7.176,0.3354
21.19,-7.176,0.3354
21.2,-7.177,0.3354
21.21,-7.183,0.3354
21.22,-7.197,0.3354
21.23,-7.211,0.3354
21.24,-7.223,0.3354
21.25,-7.218,0.3354
21.26,-7.202,0.3354
21.27,-7.177,0.3354
21.28,-7.163,0.3354
21.29,-7.151,0.3354
21.3,-7.155,0.3354
21.31,-7.167,0.3354
21.32,-7.176,0.3354
21.33,-7.179,0.3354
21.34,-7.184,0.3354
21.35,-7.188,0.3354
21.36,-7.184,0.3354
21.37,-7.174,0.3354
21.38,-7.16,0.3354
21.39,-7.146,0.3354
21.4,-7.144,0.3354
21.41,-7.156,0.3354
21.42,-7.167,0.3354
21.43,-7.17,0.3354
21.44,-7.16,0.3354
21.45,-7.158,0.3354
21.46,-7.151,0.3354
21.47,-7.144,0.3354
21.48,-7.135,0.3354
21.49,-7.132,0.3354
21.5,-7.135,0.3352
21.51,-7.148,0.3352
21.52,-7.165,0.3352
21.53,-7.181,0.3352
21.54,-7.198,0.3352
21.55,-7.207,0.3352
21.56,-7.2,0.3352
21.57,-7.172,0.3352
21.58,-7.132,0.3352
21.59,-7.099,0.3352
21.6,-7.092,0.3352
21.61,-7.099,0.3352
21.62,-7.149,0.3352
21.63,-7.162,0.3351
21.64,-7.137,0.3351
21.65,-7.111,0.3351
21.66,-7.09,0.3351
21.67,-7.078,0.3351
21.68,-7.067,0.3351
21.69,-7.011,0.3351
21.7,-6.985,0.3349
21.71,-7.02,0.3349
21.72,-7.057,0.3347
21.73,-7.053,0.3347
21.74,-7.025,0.3345
21.75,-7.01,0.3346
21.76,-6.982,0.3344
21.77,-6.954,0.3344
21.78,-6.919,0.3344
21.79,-6.896,0.3342
21.8,-6.891,0.334
21.81,-6.912,0.3339
21.82,-6.914,0.3337
21.83,-6.926,0.3335
21.84,-6.935,0.3335
21.85,-6.914,0.3334
21.86,-6.901,0.3332
21.87,-6.882,0.3332
21.88,-6.847,0.333
21.89,-6.838,0.333
21.9,-6.837,0.3328
21.91,-6.84,0.3328
21.92,-6.833,0.3326
21.93,-6.826,0.3326
21.94,-6.828,0.3327
21.95,-6.814,0.3325
21.96,-6.795,0.3325
21.97,-6.774,0.3325
21.98,-6.772,0.3323
21.99,-6.772,0.3323
22,-6.772,0.3323
22.01,-6.76,0.3321
22.02,-6.755,0.3321
22.03,-6.774,0.3321
22.04,-6.796,0.332
22.05,-6.786,0.332
22.06,-6.769,0.332
22.07,-6.751,0.332
22.08,-6.748,0.3318
22.09,-6.746,0.3318
22.1,-6.744,0.3318
22.11,-6.73,0.3318
22.12,-6.734,0.3316
22.13,-6.744,0.3316
22.14,-6.749,0.3314
22.15,-6.721,0.3314
22.16,-6.699,0.3315
22.17,-6.697,0.3313
22.18,-6.688,0.3313
22.19,-6.657,0.3313
22.2,-6.632,0.3311
22.21,-6.625,0.3309
22.22,-6.665,0.3309
22.23,-6.678,0.3308
22.24,-6.679,0.3306
22.25,-6.662,0.3306
22.26,-6.618,0.3304
22.27,-6.587,0.3304
22.28,-6.573,0.3303
22.29,-6.569,0.3301
22.3,-6.575,0.3299
22.31,-6.59,0.3297
22.32,-6.583,0.3296
22.33,-6.557,0.3294
22.34,-6.568,0.3292
22.35,-6.566,0.3292
22.36,-6.545,0.329
22.37,-6.51,0.3291
22.38,-6.487,0.3289
22.39,-6.478,0.3287
22.4,-6.489,0.3287
22.41,-6.492,0.3285
22.42,-6.484,0.3283
22.43,-6.478,0.3284
22.44,-6.464,0.3282
22.45,-6.443,0.3282
22.46,-6.419,0.328
22.47,-6.384,0.3278
22.48,-6.353,0.3277
22.49,-6.347,0.3277
22.5,-6.342,0.3275
22.51,-6.356,0.3273
22.52,-6.384,0.3272
22.53,-6.358,0.327
22.54,-6.332,0.3268
22.55,-6.298,0.3266
22.56,-6.279,0.3265
22.57,-6.265,0.3263
22.58,-6.241,0.3261
22.59,-6.236,0.326
22.6,-6.23,0.3256
22.61,-6.236,0.3254
22.62,-6.246,0.3253
22.63,-6.22,0.3253
22.64,-6.192,0.3251
22.65,-6.174,0.3249
22.66,-6.159,0.3248
22.67,-6.159,0.3246
22.68,-6.152,0.3244
22.69,-6.146,0.3244
22.7,-6.117,0.3242
22.71,-6.111,0.3241
22.72,-6.078,0.3239
22.73,-6.045,0.3237
22.74,-6.04,0.3235
22.75,-6.035,0.3234
22.76,-6.057,0.3232
22.77,-6.08,0.323
22.78,-6.043,0.323
22.79,-6.008,0.3229
22.8,-6.001,0.3227
22.81,-5.998,0.3225
22.82,-5.979,0.3223
22.83,-5.951,0.3223
22.84,-5.933,0.3222
22.85,-5.935,0.322
22.86,-5.931,0.3218
22.87,-5.931,0.3216
22.88,-5.912,0.3217
22.89,-5.919,0.3215
22.9,-5.919,0.3213
22.91,-5.884,0.3213
22.92,-5.876,0.3211
22.93,-5.865,0.3211
22.94,-5.865,0.321
22.95,-5.846,0.321
22.96,-5.821,0.3208
22.97,-5.807,0.3208
22.98,-5.8,0.3206
22.99,-5.788,0.3205
23,-5.776,0.3203
23.01,-5.786,0.3203
23.02,-5.774,0.3201
23.03,-5.764,0.3199
23.04,-5.753,0.3197
23.05,-5.748,0.3198
23.06,-5.715,0.3196
23.07,-5.685,0.3194
23.08,-5.671,0.3192
23.09,-5.661,0.3191
23.1,-5.657,0.3189
23.11,-5.661,0.3187
23.12,-5.645,0.3186
23.13,-5.647,0.3184
23.14,-5.678,0.3182
23.15,-5.666,0.318
23.16,-5.612,0.3179
23.17,-5.578,0.3177
23.18,-5.55,0.3177
23.19,-5.542,0.3175
23.2,-5.535,0.3174
23.21,-5.528,0.3172
23.22,-5.505,0.317
23.23,-5.5,0.3168
23.24,-5.498,0.3167
23.25,-5.503,0.3167
23.26,-5.512,0.3165
23.27,-5.489,0.3163
23.28,-5.453,0.3163
23.29,-5.426,0.3162
23.3,-5.409,0.316
23.31,-5.395,0.316
23.32,-5.365,0.3158
23.33,-5.353,0.3156
23.34,-5.365,0.3155
23.35,-5.367,0.3153
23.36,-5.379,0.3151
23.37,-5.358,0.3149
23.38,-5.332,0.3148
23.39,-5.29,0.3146
23.4,-5.266,0.3144
23.41,-5.25,0.3143
23.42,-5.248,0.3141
23.43,-5.248,0.3139
23.44,-5.25,0.3137
23.45,-5.248,0.3136
23.46,-5.252,0.3134
23.47,-5.229,0.3132
23.48,-5.196,0.313
23.49,-5.177,0.3131
23.5,-5.149,0.3129
23.51,-5.128,0.3127
23.52,-5.122,0.3125
23.53,-5.112,0.3124
23.54,-5.094,0.3124
23.55,-5.101,0.3122
23.56,-5.098,0.312
23.57,-5.072,0.3119
23.58,-5.04,0.3117
23.59,-5.014,0.3115
23.6,-4.993,0.3113
23.61,-5.007,0.3112
23.62,-5.007,0.311
23.63,-4.984,0.3108
23.64,-4.96,0.3105
23.65,-4.921,0.3103
23.66,-4.892,0.3101
23.67,-4.886,0.31
23.68,-4.867,0.3098
23.69,-4.857,0.3094
23.7,-4.845,0.3093
23.71,-4.82,0.3091
23.72,-4.813,0.3088
23.73,-4.811,0.3086
23.74,-4.79,0.3082
23.75,-4.773,0.3081
23.76,-4.75,0.3079
23.77,-4.713,0.3076
23.78,-4.701,0.3074
23.79,-4.703,0.3072
23.8,-4.699,0.3069
23.81,-4.672,0.3067
23.82,-4.64,0.3065
23.83,-4.602,0.3063
23.84,-4.568,0.3062
23.85,-4.584,0.306
23.86,-4.579,0.3058
23.87,-4.547,0.3057
23.88,-4.53,0.3055
23.89,-4.504,0.3053
23.9,-4.479,0.3051
23.91,-4.465,0.305
23.92,-4.437,0.3048
23.93,-4.418,0.3046
23.94,-4.401,0.3045
23.95,-4.38,0.3043
23.96,-4.371,0.3041
23.97,-4.352,0.3039
23.98,-4.332,0.3038
23.99,-4.32,0.3036
24,-4.306,0.3034
24.01,-4.312,0.3033
24.02,-4.329,0.3031
24.03,-4.324,0.3029
24.04,-4.28,0.3029
24.05,-4.25,0.3027
24.06,-4.226,0.3025
24.07,-4.194,0.3026
24.08,-4.156,0.3024
24.09,-4.135,0.3022
24.1,-4.118,0.302
24.11,-4.116,0.3019
24.12,-4.119,0.3017
24.13,-4.114,0.3015
24.14,-4.091,0.3014
24.15,-4.06,0.301
24.16,-4.034,0.3008
24.17,-4.035,0.3007
24.18,-4.011,0.3005
24.19,-3.999,0.3003
24.2,-3.976,0.3
24.21,-3.959,0.2998
24.22,-3.939,0.2996
24.23,-3.918,0.2995
24.24,-3.911,0.2993
24.25,-3.885,0.2991
24.26,-3.854,0.299
24.27,-3.85,0.2986
24.28,-3.827,0.2984
24.29,-3.796,0.2983
24.3,-3.787,0.2975
24.31,-3.777,0.2979
24.32,-3.777,0.2977
24.33,-3.796,0.2977
24.34,-3.782,0.2963
24.35,-3.754,0.2965
24.36,-3.728,0.2964
24.37,-3.707,0.296
24.38,-3.702,0.2957
24.39,-3.698,0.2957
24.4,-3.672,0.2955
24.41,-3.647,0.2953
24.42,-3.618,0.2953
24.43,-3.614,0.2952
24.44,-3.618,0.295
24.45,-3.614,0.2948
24.46,-3.62,0.2948
24.47,-3.616,0.2947
24.48,-3.602,0.2945
24.49,-3.588,0.2945
24.5,-3.571,0.2943
24.51,-3.541,0.2943
24.52,-3.515,0.2941
24.53,-3.499,0.294
24.54,-3.49,0.2938
24.55,-3.487,0.2936
24.56,-3.471,0.2936
24.57,-3.459,0.2934
24.58,-3.457,0.2933
24.59,-3.443,0.2931
24.6,-3.419,0.2929
