Time (s),Force (N),Position (m)
23.54,-5.741,0.3208
23.55,-5.723,0.3206
23.56,-5.72,0.3206
23.57,-5.704,0.3206
23.58,-5.701,0.3205
23.59,-5.711,0.3203
23.6,-5.713,0.3203
23.61,-5.715,0.3201
23.62,-5.711,0.3201
23.63,-5.696,0.3199
23.64,-5.687,0.3199
23.65,-5.678,0.3197
23.66,-5.668,0.3198
23.67,-5.65,0.3196
23.68,-5.64,0.3196
23.69,-5.624,0.3194
23.7,-5.615,0.3194
23.71,-5.627,0.3192
23.72,-5.622,0.3191
23.73,-5.615,0.3189
23.74,-5.601,0.3189
23.75,-5.582,0.3187
23.76,-5.58,0.3187
23.77,-5.592,0.3186
23.78,-5.582,0.3184
23.79,-5.557,0.3184
23.8,-5.549,0.3182
23.81,-5.549,0.3182
23.82,-5.556,0.318
23.83,-5.561,0.318
23.84,-5.545,0.318
23.85,-5.509,0.3179
23.86,-5.472,0.3179
23.87,-5.447,0.3179
23.88,-5.465,0.3177
23.89,-5.484,0.3175
23.9,-5.481,0.3175
23.91,-5.461,0.3173
23.92,-5.451,0.3174
23.93,-5.458,0.3172
23.94,-5.467,0.317
23.95,-5.465,0.317
23.96,-5.453,0.3168
23.97,-5.423,0.3168
23.98,-5.414,0.3167
23.99,-5.404,0.3167
24,-5.377,0.3167
24.01,-5.364,0.3165
24.02,-5.357,0.3163
24.03,-5.344,0.3163
24.04,-5.344,0.3162
24.05,-5.355,0.316
24.06,-5.355,0.316
24.07,-5.346,0.3158
24.08,-5.329,0.3156
24.09,-5.327,0.3156
24.1,-5.313,0.3154
24.11,-5.292,0.3155
24.12,-5.273,0.3153
24.13,-5.262,0.3153
24.14,-5.25,0.3151
24.15,-5.234,0.3149
24.16,-5.234,0.3148
24.17,-5.236,0.3148
24.18,-5.245,0.3146
24.19,-5.238,0.3144
24.2,-5.201,0.3142
24.21,-5.194,0.3143
24.22,-5.191,0.3141
24.23,-5.178,0.3141
24.24,-5.164,0.3139
24.25,-5.138,0.3137
24.26,-5.112,0.3136
24.27,-5.093,0.3136
24.28,-5.084,0.3134
24.29,-5.107,0.3132
24.3,-5.117,0.3131
24.31,-5.103,0.3129
24.32,-5.091,0.3127
24.33,-5.075,0.3127
24.34,-5.059,0.3125
24.35,-5.049,0.3124
24.36,-5.033,0.3124
24.37,-5.011,0.3122
24.38,-4.997,0.3122
24.39,-4.979,0.312
24.4,-4.967,0.3119
24.41,-4.962,0.3117
24.42,-4.967,0.3115
24.43,-4.963,0.3113
24.44,-4.949,0.3111
24.45,-4.93,0.3112
24.46,-4.918,0.311
24.47,-4.909,0.3108
24.48,-4.892,0.3106
24.49,-4.872,0.3105
24.5,-4.872,0.3103
24.51,-4.862,0.3101
24.52,-4.843,0.3099
24.53,-4.839,0.31
24.54,-4.838,0.3098
24.55,-4.813,0.3096
24.56,-4.797,0.3094
24.57,-4.785,0.3093
24.58,-4.778,0.3093
24.59,-4.78,0.3091
24.6,-4.782,0.3089
24.61,-4.787,0.3089
24.62,-4.775,0.3087
24.63,-4.755,0.3088
24.64,-4.741,0.3086
24.65,-4.731,0.3086
24.66,-4.715,0.3084
24.67,-4.712,0.3084
24.68,-4.689,0.3082
24.69,-4.67,0.3081
24.7,-4.661,0.3081
24.71,-4.668,0.3079
24.72,-4.675,0.3077
24.73,-4.666,0.3077
24.74,-4.644,0.3076
24.75,-4.619,0.3074
24.76,-4.605,0.3072
24.77,-4.598,0.307
24.78,-4.6,0.3068
24.79,-4.616,0.3069
24.8,-4.614,0.3067
24.81,-4.603,0.3065
24.82,-4.598,0.3065
24.83,-4.581,0.3063
24.84,-4.558,0.3063
24.85,-4.546,0.3063
24.86,-4.547,0.3062
24.87,-4.532,0.3062
24.88,-4.507,0.3062
24.89,-4.497,0.306
24.9,-4.492,0.306
24.91,-4.49,0.3058
24.92,-4.488,0.3058
24.93,-4.483,0.3056
24.94,-4.479,0.3057
24.95,-4.465,0.3055
24.96,-4.457,0.3055
24.97,-4.45,0.3053
24.98,-4.444,0.3053
24.99,-4.43,0.3051
25,-4.416,0.3051
25.01,-4.392,0.305
25.02,-4.381,0.3048
25.03,-4.364,0.3048
25.04,-4.341,0.3046
25.05,-4.346,0.3045
25.06,-4.336,0.3043
25.07,-4.332,0.3041
25.08,-4.338,0.3039
25.09,-4.31,0.3038
25.1,-4.317,0.3036
25.11,-4.305,0.3034
25.12,-4.278,0.3033
25.13,-4.259,0.3031
25.14,-4.235,0.3031
25.15,-4.219,0.3027
25.16,-4.217,0.3027
25.17,-4.212,0.3026
25.18,-4.186,0.3024
25.19,-4.18,0.3022
25.2,-4.191,0.302
25.21,-4.168,0.3019
25.22,-4.142,0.3017
25.23,-4.121,0.3015
25.24,-4.102,0.3015
25.25,-4.093,0.3012
25.26,-4.107,0.3012
25.27,-4.109,0.301
25.28,-4.086,0.3008
25.29,-4.074,0.3007
25.3,-4.039,0.3005
25.31,-4.016,0.3005
25.32,-3.992,0.3003
25.33,-3.966,0.3002
25.34,-3.948,0.3
25.35,-3.924,0.2998
25.36,-3.922,0.2996
25.37,-3.913,0.2995
25.38,-3.929,0.2991
25.39,-3.983,0.299
25.4,-3.966,0.2988
25.41,-3.92,0.2988
25.42,-3.88,0.2986
25.43,-3.847,0.2984
25.44,-3.833,0.2984
25.45,-3.822,0.2981
25.46,-3.794,0.2981
25.47,-3.777,0.298
25.48,-3.749,0.2968
25.49,-3.731,0.2977
25.5,-3.73,0.2964
25.51,-3.716,0.2962
25.52,-3.71,0.2957
25.53,-3.696,0.2957
25.54,-3.691,0.2954
25.55,-3.688,0.295
25.56,-3.66,0.2948
25.57,-3.654,0.2946
25.58,-3.642,0.2947
25.59,-3.607,0.2945
25.6,-3.592,0.2943
25.61,-3.555,0.294
25.62,-3.516,0.2938
25.63,-3.506,0.2934
25.64,-3.508,0.2935
25.65,-3.492,0.2931
25.66,-3.495,0.2929
25.67,-3.499,0.2928
25.68,-3.476,0.2926
25.69,-3.457,0.2924
25.7,-3.438,0.2922
25.71,-3.403,0.2921
25.72,-3.385,0.2921
25.73,-3.377,0.2919
25.74,-3.361,0.2917
25.75,-3.331,0.2917
25.76,-3.308,0.2916
25.77,-3.3,0.2914
25.78,-3.289,0.2912
25.79,-3.279,0.291
25.8,-3.26,0.2909
25.81,-3.244,0.2909
25.82,-3.239,0.2907
25.83,-3.226,0.2905
25.84,-3.2,0.2904
25.85,-3.184,0.2902
25.86,-3.162,0.29
25.87,-3.13,0.2898
25.88,-3.104,0.2897
25.89,-3.083,0.2895
25.9,-3.064,0.2891
25.91,-3.055,0.289
25.92,-3.055,0.2888
25.93,-3.034,0.2885
25.94,-3.041,0.2883
25.95,-3.045,0.2881
25.96,-3.017,0.2879
25.97,-2.982,0.2878
25.98,-2.943,0.2876
25.99,-2.908,0.2876
26,-2.891,0.2874
26.01,-2.875,0.2873
26.02,-2.849,0.2871
26.03,-2.831,0.2869
26.04,-2.826,0.2867
26.05,-2.831,0.2866
26.06,-2.844,0.2864
26.07,-2.842,0.2862
26.08,-2.816,0.2862
26.09,-2.781,0.286
26.1,-2.77,0.2861
26.11,-2.76,0.2859
26.12,-2.739,0.2859
26.13,-2.728,0.2857
26.14,-2.709,0.2857
26.15,-2.695,0.2855
26.16,-2.672,0.2855
26.17,-2.657,0.2853
26.18,-2.655,0.2854
26.19,-2.679,0.2852
26.2,-2.695,0.2852
26.21,-2.662,0.285
26.22,-2.637,0.285
26.23,-2.62,0.285
26.24,-2.601,0.2848
26.25,-2.595,0.2848
26.26,-2.595,0.2847
26.27,-2.569,0.2847
26.28,-2.54,0.2845
26.29,-2.529,0.2843
26.3,-2.524,0.2841
26.31,-2.524,0.2842
26.32,-2.529,0.284
26.33,-2.517,0.2838
26.34,-2.519,0.2836
26.35,-2.505,0.2835
26.36,-2.482,0.2835
26.37,-2.456,0.2833
26.38,-2.405,0.2833
26.39,-2.349,0.2831
26.4,-2.363,0.283
26.41,-2.386,0.2828
26.42,-2.405,0.2824
26.43,-2.428,0.2823
26.44,-2.372,0.2823
26.45,-2.33,0.2821
26.46,-2.311,0.2819
26.47,-2.274,0.2818
26.48,-2.274,0.2816
26.49,-2.272,0.2814
26.5,-2.304,0.2814
26.51,-2.304,0.2812
26.52,-2.302,0.281
26.53,-2.267,0.281
26.54,-2.222,0.2811
26.55,-2.185,0.2809
26.56,-2.197,0.2809
26.57,-2.241,0.2807
26.58,-2.206,0.2807
26.59,-2.199,0.2807
26.6,-2.197,0.2807
26.61,-2.19,0.2805
26.62,-2.162,0.2805
26.63,-2.143,0.2805
26.64,-2.18,0.2805
26.65,-2.195,0.2804
26.66,-2.218,0.2804
26.67,-2.211,0.2804
26.68,-2.187,0.2804
26.69,-2.181,0.2804
26.7,-2.139,0.2804
26.71,-2.064,0.2804
26.72,-2.008,0.2804
26.73,-2.012,0.2802
26.74,-2.076,0.28
26.75,-2.12,0.2799
26.76,-2.115,0.2797
26.77,-2.085,0.2795
26.78,-2.066,0.2795
26.79,-2.055,0.2793
26.8,-2.042,0.2792
26.81,-2.015,0.279
26.82,-1.991,0.279
26.83,-1.949,0.2788
26.84,-1.949,0.2787
26.85,-1.982,0.2785
26.86,-2.01,0.2783
26.87,-2.029,0.2781
26.88,-2.021,0.2781
26.89,-1.984,0.278
26.9,-1.917,0.278
26.91,-1.869,0.278
26.92,-1.844,0.2778
26.93,-1.832,0.2778
26.94,-1.848,0.2776
26.95,-1.876,0.2774
26.96,-1.896,0.2773
26.97,-1.898,0.2773
26.98,-1.893,0.2771
26.99,-1.877,0.2771
27,-1.846,0.2771
27.01,-1.809,0.2771
27.02,-1.786,0.2769
27.03,-1.774,0.2769
27.04,-1.772,0.2767
27.05,-1.792,0.2767
27.06,-1.82,0.2768
27.07,-1.82,0.2766
27.08,-1.8,0.2766
27.09,-1.767,0.2766
27.1,-1.73,0.2766
27.11,-1.708,0.2764
27.12,-1.699,0.2764
27.13,-1.725,0.2762
27.14,-1.737,0.2762
27.15,-1.711,0.2761
27.16,-1.676,0.2761
27.17,-1.643,0.2759
27.18,-1.634,0.2757
27.19,-1.645,0.2756
27.2,-1.634,0.2754
27.21,-1.64,0.2752
27.22,-1.633,0.275
27.23,-1.612,0.2749
27.24,-1.619,0.2747
27.25,-1.62,0.2747
27.26,-1.58,0.2745
27.27,-1.549,0.2744
27.28,-1.524,0.2742
27.29,-1.509,0.2742
27.3,-1.503,0.274
27.31,-1.505,0.2738
27.32,-1.516,0.2737
27.33,-1.516,0.2737
27.34,-1.493,0.2735
27.35,-1.467,0.2735
27.36,-1.451,0.2733
27.37,-1.444,0.2733
27.38,-1.437,0.2731
27.39,-1.425,0.2731
27.4,-1.397,0.2731
27.41,-1.365,0.273
27.42,-1.348,0.273
27.43,-1.346,0.2728
27.44,-1.346,0.2728
27.45,-1.367,0.2726
27.46,-1.367,0.2726
27.47,-1.334,0.2724
27.48,-1.316,0.2725
27.49,-1.315,0.2723
27.5,-1.315,0.2723
27.51,-1.311,0.2723
27.52,-1.297,0.2721
27.53,-1.29,0.2721
27.54,-1.276,0.2719
27.55,-1.269,0.2719
27.56,-1.271,0.2719
27.57,-1.259,0.2719
27.58,-1.227,0.2718
27.59,-1.211,0.2718
27.6,-1.204,0.2716
27.61,-1.208,0.2716
27.62,-1.217,0.2716
27.63,-1.21,0.2714
27.64,-1.203,0.2714
27.65,-1.199,0.2712
27.66,-1.18,0.2712
27.67,-1.152,0.2713
27.68,-1.131,0.2711
27.69,-1.119,0.2711
27.7,-1.129,0.2709
27.71,-1.136,0.2707
27.72,-1.138,0.2707
27.73,-1.128,0.2706
27.74,-1.105,0.2706
27.75,-1.084,0.2704
27.76,-1.072,0.2702
27.77,-1.049,0.2702
27.78,-1.021,0.2701
27.79,-1.012,0.2699
27.8,-0.993,0.2699
27.81,-0.997,0.2697
27.82,-1.007,0.2695
27.83,-1,0.2694
27.84,-0.986,0.2692
27.85,-0.976,0.269
27.86,-0.958,0.269
27.87,-0.941,0.2688
27.88,-0.918,0.2687
27.89,-0.906,0.2687
27.9,-0.89,0.2685
27.91,-0.886,0.2683
27.92,-0.883,0.2683
27.93,-0.872,0.2681
27.94,-0.846,0.2682
27.95,-0.822,0.268
27.96,-0.808,0.2678
27.97,-0.808,0.2678
27.98,-0.797,0.2676
27.99,-0.792,0.2676
28,-0.778,0.2675
28.01,-0.769,0.2675
28.02,-0.771,0.2673
28.03,-0.761,0.2673
28.04,-0.748,0.2673
28.05,-0.733,0.2671
28.06,-0.717,0.2671
28.07,-0.71,0.2671
28.08,-0.699,0.2669
28.09,-0.684,0.267
28.1,-0.682,0.2668
28.11,-0.692,0.2668
28.12,-0.689,0.2666
28.13,-0.687,0.2666
28.14,-0.687,0.2666
28.15,-0.678,0.2664
28.16,-0.668,0.2664
28.17,-0.651,0.2664
28.18,-0.637,0.2664
28.19,-0.63,0.2664
28.2,-0.619,0.2663
28.21,-0.619,0.2663
28.22,-0.623,0.2661
28.23,-0.617,0.2661
28.24,-0.612,0.2661
28.25,-0.6,0.2659
28.26,-0.589,0.2659
28.27,-0.591,0.2657
28.28,-0.586,0.2658
28.29,-0.577,0.2656
28.3,-0.57,0.2656
28.31,-0.572,0.2656
28.32,-0.574,0.2654
28.33,-0.563,0.2654
28.34,-0.547,0.2654
28.35,-0.54,0.2652
28.36,-0.532,0.2652
28.37,-0.526,0.2652
28.38,-0.523,0.2651
28.39,-0.525,0.2651
28.4,-0.525,0.2651
28.41,-0.521,0.2651
28.42,-0.514,0.2651
28.43,-0.497,0.2649
28.44,-0.488,0.2649
28.45,-0.488,0.2649
28.46,-0.486,0.2649
28.47,-0.474,0.2649
28.48,-0.457,0.2649
28.49,-0.443,0.2649
28.5,-0.444,0.2647
28.51,-0.443,0.2647
28.52,-0.448,0.2647
28.53,-0.451,0.2645
28.54,-0.453,0.2645
28.55,-0.439,0.2645
28.56,-0.413,0.2644
28.57,-0.39,0.2644
28.58,-0.374,0.2644
28.59,-0.366,0.2642
28.6,-0.371,0.264
28.61,-0.385,0.264
28.62,-0.387,0.2639
28.63,-0.383,0.2637
28.64,-0.376,0.2637
28.65,-0.369,0.2635
28.66,-0.36,0.2635
28.67,-0.343,0.2633
28.68,-0.324,0.2633
28.69,-0.311,0.2632
28.7,-0.296,0.263
28.71,-0.278,0.263
28.72,-0.259,0.2628
28.73,-0.247,0.2628
28.74,-0.24,0.2627
28.75,-0.231,0.2625
28.76,-0.228,0.2625
28.77,-0.222,0.2623
28.78,-0.222,0.2621
28.79,-0.219,0.262
28.8,-0.212,0.262
28.81,-0.208,0.2618
28.82,-0.205,0.2616
28.83,-0.2,0.2616
28.84,-0.2,0.2614
28.85,-0.198,0.2614
28.86,-0.194,0.2614
28.87,-0.193,0.2615
28.88,-0.193,0.2613
28.89,-0.191,0.2613
28.9,-0.189,0.2613
28.91,-0.187,0.2613
28.92,-0.187,0.2613
28.93,-0.184,0.2613
28.94,-0.189,0.2613
28.95,-0.186,0.2613
28.96,-0.187,0.2613
28.97,-0.182,0.2613
28.98,-0.186,0.2613
28.99,-0.182,0.2613
29,-0.18,0.2613
29.01,-0.184,0.2613
29.02,-0.184,0.2613
29.03,-0.18,0.2613
29.04,-0.182,0.2613
29.05,-0.184,0.2613
29.06,-0.182,0.2613
29.07,-0.182,0.2613
29.08,-0.18,0.2613
29.09,-0.18,0.2613
29.1,-0.184,0.2613
29.11,-0.182,0.2613
29.12,-0.179,0.2613
29.13,-0.18,0.2613
29.14,-0.182,0.2613
29.15,-0.177,0.2613
29.16,-0.179,0.2613
29.17,-0.182,0.2613
29.18,-0.179,0.2613
29.19,-0.179,0.2613
29.2,-0.18,0.2613
29.21,-0.179,0.2613
29.22,-0.177,0.2613
29.23,-0.179,0.2613
29.24,-0.177,0.2613
29.25,-0.173,0.2613
29.26,-0.177,0.2613
29.27,-0.177,0.2613
29.28,-0.179,0.2613
29.29,-0.179,0.2613
29.3,-0.177,0.2613
29.31,-0.177,0.2613
29.32,-0.175,0.2613
29.33,-0.173,0.2613
29.34,-0.177,0.2613
29.35,-0.173,0.2613
29.36,-0.173,0.2613
29.37,-0.172,0.2613
29.38,-0.175,0.2613
29.39,-0.172,0.2613
29.4,-0.173,0.2613
29.41,-0.175,0.2613
29.42,-0.173,0.2613
29.43,-0.173,0.2613
29.44,-0.172,0.2613
29.45,-0.173,0.2613
29.46,-0.172,0.2613
29.47,-0.172,0.2613
29.48,-0.173,0.2613
29.49,-0.172,0.2613
29.5,-0.173,0.2613
29.51,-0.172,0.2613
29.52,-0.172,0.2613
29.53,-0.172,0.2613
29.54,-0.17,0.2613
29.55,-0.172,0.2613
29.56,-0.17,0.2613
29.57,-0.172,0.2613
29.58,-0.168,0.2613
29.59,-0.17,0.2613
29.6,-0.17,0.2613
29.61,-0.172,0.2613
29.62,-0.168,0.2613
29.63,-0.168,0.2613
29.64,-0.166,0.2613
29.65,-0.168,0.2613
29.66,-0.17,0.2613
29.67,-0.168,0.2613
29.68,-0.168,0.2613
29.69,-0.168,0.2613
29.7,-0.165,0.2613
29.71,-0.168,0.2613
29.72,-0.166,0.2613
29.73,-0.168,0.2613
29.74,-0.168,0.2613
29.75,-0.168,0.2613
29.76,-0.165,0.2613
29.77,-0.168,0.2613
29.78,-0.165,0.2613
29.79,-0.166,0.2613
29.8,-0.166,0.2613
29.81,-0.168,0.2613
29.82,-0.166,0.2613
29.83,-0.166,0.2613
29.84,-0.166,0.2613
29.85,-0.168,0.2613
29.86,-0.165,0.2613
