Time (s),Force (N),Position (m)
12.15,-7.254,0.3352
12.16,-7.254,0.3352
12.17,-7.253,0.3352
12.18,-7.254,0.3352
12.19,-7.253,0.3352
12.2,-7.247,0.3352
12.21,-7.251,0.3352
12.22,-7.256,0.3352
12.23,-7.263,0.3352
12.24,-7.27,0.3352
12.25,-7.27,0.3352
12.26,-7.27,0.3352
12.27,-7.272,0.3352
12.28,-7.272,0.3352
12.29,-7.279,0.3352
12.3,-7.282,0.3352
12.31,-7.275,0.3352
12.32,-7.27,0.3352
12.33,-7.27,0.3352
12.34,-7.267,0.3352
12.35,-7.261,0.3352
12.36,-7.263,0.3352
12.37,-7.265,0.3352
12.38,-7.265,0.3352
12.39,-7.263,0.3352
12.4,-7.254,0.3352
12.41,-7.254,0.3352
12.42,-7.256,0.3352
12.43,-7.258,0.3352
12.44,-7.261,0.3352
12.45,-7.261,0.3352
12.46,-7.26,0.3352
12.47,-7.261,0.3352
12.48,-7.265,0.3352
12.49,-7.268,0.3352
12.5,-7.274,0.3352
12.51,-7.275,0.3352
12.52,-7.274,0.3352
12.53,-7.274,0.3352
12.54,-7.275,0.3352
12.55,-7.277,0.3352
12.56,-7.279,0.3352
12.57,-7.277,0.3352
12.58,-7.279,0.3352
12.59,-7.279,0.3352
12.6,-7.279,0.3352
12.61,-7.281,0.3352
12.62,-7.282,0.3352
12.63,-7.281,0.3352
12.64,-7.282,0.3352
12.65,-7.281,0.3352
12.66,-7.277,0.3352
12.67,-7.27,0.3352
12.68,-7.267,0.3352
12.69,-7.261,0.3352
12.7,-7.26,0.3352
12.71,-7.253,0.3352
12.72,-7.253,0.3352
12.73,-7.246,0.3352
12.74,-7.247,0.3352
12.75,-7.249,0.3352
12.76,-7.247,0.3352
12.77,-7.24,0.3352
12.78,-7.24,0.3352
12.79,-7.244,0.3352
12.8,-7.246,0.3352
12.81,-7.244,0.335
12.82,-7.246,0.3352
12.83,-7.246,0.335
12.84,-7.246,0.3352
12.85,-7.24,0.3352
12.86,-7.24,0.3352
12.87,-7.247,0.3352
12.88,-7.254,0.3352
12.89,-7.26,0.3352
12.9,-7.265,0.3352
12.91,-7.265,0.3352
12.92,-7.272,0.3352
12.93,-7.272,0.3352
12.94,-7.268,0.3352
12.95,-7.267,0.3352
12.96,-7.261,0.3352
12.97,-7.256,0.3352
12.98,-7.253,0.3352
12.99,-7.246,0.3352
13,-7.242,0.3352
13.01,-7.239,0.3352
13.02,-7.237,0.3352
13.03,-7.24,0.3352
13.04,-7.239,0.3352
13.05,-7.239,0.3352
13.06,-7.235,0.3352
13.07,-7.239,0.3352
13.08,-7.237,0.3352
13.09,-7.232,0.3352
13.1,-7.228,0.3352
13.11,-7.228,0.3352
13.12,-7.232,0.3352
13.13,-7.235,0.3352
13.14,-7.235,0.3352
13.15,-7.244,0.3352
13.16,-7.253,0.3352
13.17,-7.258,0.3352
13.18,-7.261,0.3352
13.19,-7.261,0.3352
13.2,-7.261,0.3352
13.21,-7.265,0.3352
13.22,-7.265,0.3352
13.23,-7.263,0.3352
13.24,-7.265,0.3352
13.25,-7.268,0.3352
13.26,-7.268,0.3352
13.27,-7.27,0.3352
13.28,-7.267,0.3352
13.29,-7.27,0.3352
13.3,-7.27,0.3352
13.31,-7.27,0.3352
13.32,-7.268,0.3352
13.33,-7.263,0.3352
13.34,-7.265,0.3352
13.35,-7.263,0.3352
13.36,-7.258,0.3352
13.37,-7.26,0.3352
13.38,-7.258,0.3352
13.39,-7.26,0.3352
13.4,-7.261,0.3352
13.41,-7.261,0.3352
13.42,-7.267,0.3352
13.43,-7.27,0.3352
13.44,-7.272,0.3352
13.45,-7.268,0.3352
13.46,-7.265,0.3352
13.47,-7.263,0.3352
13.48,-7.265,0.3352
13.49,-7.265,0.3352
13.5,-7.267,0.3352
13.51,-7.274,0.3352
13.52,-7.275,0.3352
13.53,-7.268,0.3352
13.54,-7.258,0.3352
13.55,-7.251,0.3352
13.56,-7.242,0.3352
13.57,-7.247,0.3352
13.58,-7.247,0.3352
13.59,-7.249,0.3352
13.6,-7.254,0.3352
13.61,-7.258,0.3352
13.62,-7.254,0.3352
13.63,-7.256,0.3352
13.64,-7.254,0.3352
13.65,-7.246,0.3352
13.66,-7.246,0.3352
13.67,-7.24,0.3352
13.68,-7.239,0.3352
13.69,-7.244,0.3352
13.7,-7.253,0.3352
13.71,-7.258,0.3352
13.72,-7.258,0.3352
13.73,-7.254,0.3352
13.74,-7.244,0.3352
13.75,-7.242,0.3352
13.76,-7.244,0.3352
13.77,-7.247,0.3352
13.78,-7.254,0.3352
13.79,-7.261,0.3352
13.8,-7.258,0.3352
13.81,-7.256,0.3352
13.82,-7.253,0.3352
13.83,-7.251,0.3352
13.84,-7.254,0.3352
13.85,-7.26,0.3352
13.86,-7.263,0.3352
13.87,-7.265,0.3352
13.88,-7.274,0.3352
13.89,-7.277,0.3352
13.9,-7.272,0.3352
13.91,-7.267,0.3352
13.92,-7.265,0.3352
13.93,-7.263,0.3352
13.94,-7.263,0.3352
13.95,-7.263,0.3352
13.96,-7.265,0.3352
13.97,-7.27,0.3352
13.98,-7.272,0.3352
13.99,-7.268,0.3352
14,-7.27,0.3352
14.01,-7.274,0.3352
14.02,-7.272,0.3352
14.03,-7.267,0.3352
14.04,-7.267,0.3352
14.05,-7.263,0.3352
14.06,-7.263,0.3352
14.07,-7.261,0.3352
14.08,-7.263,0.3352
14.09,-7.256,0.3354
14.1,-7.242,0.3354
14.11,-7.233,0.3354
14.12,-7.237,0.3354
14.13,-7.239,0.3354
14.14,-7.232,0.3354
14.15,-7.23,0.3354
14.16,-7.233,0.3354
14.17,-7.232,0.3354
14.18,-7.225,0.3354
14.19,-7.226,0.3352
14.2,-7.226,0.3352
14.21,-7.23,0.3352
14.22,-7.228,0.3352
14.23,-7.239,0.3352
14.24,-7.24,0.3352
14.25,-7.249,0.3352
14.26,-7.247,0.3354
14.27,-7.24,0.3352
14.28,-7.237,0.3352
14.29,-7.232,0.3352
14.3,-7.233,0.3352
14.31,-7.237,0.3352
14.32,-7.246,0.3352
14.33,-7.253,0.3352
14.34,-7.254,0.3354
14.35,-7.246,0.3352
14.36,-7.242,0.3352
14.37,-7.225,0.3352
14.38,-7.221,0.3352
14.39,-7.225,0.3352
14.4,-7.233,0.3352
14.41,-7.23,0.3352
14.42,-7.232,0.3352
14.43,-7.232,0.3352
14.44,-7.232,0.3352
14.45,-7.23,0.3352
14.46,-7.225,0.3352
14.47,-7.216,0.3352
14.48,-7.223,0.3352
14.49,-7.226,0.3352
14.5,-7.232,0.3352
14.51,-7.246,0.3352
14.52,-7.247,0.3352
14.53,-7.244,0.3352
14.54,-7.244,0.3352
14.55,-7.244,0.3352
14.56,-7.242,0.3352
14.57,-7.244,0.3352
14.58,-7.244,0.3352
14.59,-7.246,0.3352
14.6,-7.247,0.3352
14.61,-7.251,0.3352
14.62,-7.254,0.3352
14.63,-7.256,0.3352
14.64,-7.253,0.3352
14.65,-7.247,0.3352
14.66,-7.249,0.3352
14.67,-7.247,0.3352
14.68,-7.249,0.3352
14.69,-7.256,0.3352
14.7,-7.256,0.3352
14.71,-7.258,0.3352
14.72,-7.26,0.3352
14.73,-7.258,0.3352
14.74,-7.258,0.3352
14.75,-7.26,0.3352
14.76,-7.265,0.3352
14.77,-7.265,0.3352
14.78,-7.268,0.3352
14.79,-7.265,0.3352
14.8,-7.265,0.3352
14.81,-7.261,0.3352
14.82,-7.263,0.3352
14.83,-7.272,0.3352
14.84,-7.277,0.3352
14.85,-7.274,0.3352
14.86,-7.27,0.3352
14.87,-7.268,0.3352
14.88,-7.268,0.3352
14.89,-7.265,0.3352
14.9,-7.267,0.3352
14.91,-7.27,0.3352
14.92,-7.267,0.3352
14.93,-7.261,0.3352
14.94,-7.256,0.3352
14.95,-7.254,0.3352
14.96,-7.254,0.3352
14.97,-7.253,0.3352
14.98,-7.254,0.3352
14.99,-7.254,0.3352
15,-7.258,0.3352
15.01,-7.261,0.3352
15.02,-7.263,0.3352
15.03,-7.267,0.3352
15.04,-7.265,0.3352
15.05,-7.258,0.3352
15.06,-7.249,0.3352
15.07,-7.246,0.3352
15.08,-7.246,0.3352
15.09,-7.249,0.3352
15.1,-7.247,0.3352
15.11,-7.246,0.3352
15.12,-7.244,0.3352
15.13,-7.244,0.3352
15.14,-7.244,0.3352
15.15,-7.246,0.3352
15.16,-7.242,0.3352
15.17,-7.239,0.3352
15.18,-7.242,0.3352
15.19,-7.247,0.3352
15.2,-7.251,0.3352
15.21,-7.254,0.3352
15.22,-7.258,0.3352
15.23,-7.256,0.3352
15.24,-7.253,0.3352
15.25,-7.256,0.3352
15.26,-7.26,0.3352
15.27,-7.261,0.3352
15.28,-7.261,0.3352
15.29,-7.261,0.3352
15.3,-7.265,0.3352
15.31,-7.265,0.3352
15.32,-7.265,0.3352
15.33,-7.263,0.3352
15.34,-7.258,0.3352
15.35,-7.26,0.3352
15.36,-7.258,0.3352
15.37,-7.258,0.3352
15.38,-7.26,0.3352
15.39,-7.261,0.3352
15.4,-7.256,0.3352
15.41,-7.254,0.3352
15.42,-7.256,0.3352
15.43,-7.258,0.3352
15.44,-7.258,0.3352
15.45,-7.261,0.3352
15.46,-7.263,0.3352
15.47,-7.261,0.3352
15.48,-7.258,0.3352
15.49,-7.254,0.3352
15.5,-7.254,0.3352
15.51,-7.26,0.3352
15.52,-7.26,0.3352
15.53,-7.26,0.3352
15.54,-7.258,0.3352
15.55,-7.26,0.3352
15.56,-7.26,0.3352
15.57,-7.263,0.3352
15.58,-7.263,0.3352
15.59,-7.261,0.3352
15.6,-7.265,0.3352
15.61,-7.267,0.3352
15.62,-7.274,0.3352
15.63,-7.277,0.3352
15.64,-7.274,0.3352
15.65,-7.272,0.3352
15.66,-7.272,0.3352
15.67,-7.272,0.3352
15.68,-7.277,0.3352
15.69,-7.279,0.3352
15.7,-7.286,0.3352
15.71,-7.275,0.3352
15.72,-7.274,0.3352
15.73,-7.272,0.335
15.74,-7.267,0.3353
15.75,-7.267,0.3349
15.76,-7.267,0.3343
15.77,-7.272,0.3351
15.78,-7.27,0.3351
15.79,-7.27,0.3351
15.8,-7.267,0.3351
15.81,-7.267,0.3351
15.82,-7.268,0.3345
15.83,-7.267,0.3345
15.84,-7.27,0.3352
15.85,-7.267,0.334
15.86,-7.27,0.3344
15.87,-7.272,0.3344
15.88,-7.274,0.3344
15.89,-7.277,0.334
15.9,-7.275,0.3342
15.91,-7.272,0.3343
15.92,-7.27,0.3352
15.93,-7.263,0.3338
15.94,-7.261,0.334
15.95,-7.263,0.3342
15.96,-7.263,0.334
15.97,-7.263,0.3338
15.98,-7.26,0.334
15.99,-7.261,0.334
16,-7.258,0.3337
16.01,-7.263,0.3352
16.02,-7.267,0.334
16.03,-7.267,0.3338
16.04,-7.26,0.3341
16.05,-7.263,0.3337
16.06,-7.267,0.3339
16.07,-7.27,0.3339
16.08,-7.279,0.3338
16.09,-7.284,0.334
16.1,-7.286,0.3338
16.11,-7.284,0.334
16.12,-7.282,0.3338
16.13,-7.274,0.3342
16.14,-7.275,0.3339
16.15,-7.279,0.3339
16.16,-7.282,0.3339
16.17,-7.286,0.3339
16.18,-7.288,0.3339
16.19,-7.286,0.3339
16.2,-7.288,0.3337
16.21,-7.284,0.3339
16.22,-7.282,0.3339
16.23,-7.282,0.3339
16.24,-7.281,0.3339
16.25,-7.282,0.3337
16.26,-7.288,0.3339
16.27,-7.294,0.3339
16.28,-7.293,0.3339
16.29,-7.289,0.3337
16.3,-7.288,0.3337
16.31,-7.286,0.3339
16.32,-7.282,0.3339
16.33,-7.282,0.3339
16.34,-7.286,0.3337
16.35,-7.291,0.3339
16.36,-7.293,0.3337
16.37,-7.296,0.3337
16.38,-7.298,0.3337
16.39,-7.298,0.3337
16.4,-7.294,0.3337
16.41,-7.3,0.3337
16.42,-7.303,0.3339
16.43,-7.303,0.3337
16.44,-7.307,0.3337
16.45,-7.305,0.3337
16.46,-7.308,0.3337
16.47,-7.308,0.3337
16.48,-7.305,0.3337
16.49,-7.305,0.3337
16.5,-7.296,0.3337
16.51,-7.298,0.3337
16.52,-7.293,0.3337
16.53,-7.291,0.3337
16.54,-7.286,0.3337
16.55,-7.279,0.3337
16.56,-7.274,0.3337
16.57,-7.275,0.3337
16.58,-7.275,0.3337
16.59,-7.275,0.3337
16.6,-7.274,0.3337
16.61,-7.281,0.3337
16.62,-7.281,0.3337
16.63,-7.281,0.3337
16.64,-7.281,0.3337
16.65,-7.279,0.3337
16.66,-7.275,0.3337
16.67,-7.275,0.3337
16.68,-7.282,0.3337
16.69,-7.282,0.3337
16.7,-7.284,0.3337
16.71,-7.284,0.3335
16.72,-7.289,0.3337
16.73,-7.293,0.3337
16.74,-7.291,0.3337
16.75,-7.291,0.3337
16.76,-7.294,0.3337
16.77,-7.293,0.3337
16.78,-7.293,0.3337
16.79,-7.294,0.3337
16.8,-7.296,0.3337
16.81,-7.296,0.3337
16.82,-7.296,0.3337
16.83,-7.296,0.3337
16.84,-7.293,0.3337
16.85,-7.291,0.3337
16.86,-7.288,0.3335
16.87,-7.284,0.3337
16.88,-7.282,0.3337
16.89,-7.279,0.3335
16.9,-7.282,0.3335
16.91,-7.284,0.3335
16.92,-7.282,0.3337
16.93,-7.281,0.3335
16.94,-7.275,0.3335
16.95,-7.275,0.3335
16.96,-7.277,0.3335
16.97,-7.277,0.3337
16.98,-7.275,0.3335
16.99,-7.274,0.3335
17,-7.279,0.3337
17.01,-7.281,0.3335
17.02,-7.277,0.3335
17.03,-7.267,0.3335
17.04,-7.27,0.3335
17.05,-7.274,0.3337
17.06,-7.279,0.3337
17.07,-7.282,0.3337
17.08,-7.289,0.3337
17.09,-7.293,0.3335
17.1,-7.286,0.3335
17.11,-7.282,0.3335
17.12,-7.275,0.3335
17.13,-7.272,0.3335
17.14,-7.27,0.3337
17.15,-7.267,0.3337
17.16,-7.265,0.3335
17.17,-7.265,0.3337
17.18,-7.265,0.3335
17.19,-7.26,0.3335
17.2,-7.263,0.3337
17.21,-7.268,0.3337
17.22,-7.265,0.3335
17.23,-7.27,0.3335
17.24,-7.272,0.3337
17.25,-7.277,0.3337
17.26,-7.289,0.3337
17.27,-7.291,0.3337
17.28,-7.291,0.3337
17.29,-7.294,0.3337
17.3,-7.296,0.3339
17.31,-7.3,0.3339
17.32,-7.3,0.3337
17.33,-7.298,0.3337
17.34,-7.296,0.3337
17.35,-7.294,0.3337
17.36,-7.289,0.3337
17.37,-7.279,0.3337
17.38,-7.268,0.3337
17.39,-7.267,0.3337
17.4,-7.27,0.3339
17.41,-7.27,0.3337
17.42,-7.272,0.3339
17.43,-7.277,0.3339
17.44,-7.281,0.3337
17.45,-7.281,0.3337
17.46,-7.277,0.3337
17.47,-7.281,0.3339
17.48,-7.282,0.3339
17.49,-7.284,0.3339
17.5,-7.293,0.3337
17.51,-7.294,0.3339
17.52,-7.293,0.3339
17.53,-7.288,0.3339
17.54,-7.288,0.3339
17.55,-7.282,0.3339
17.56,-7.282,0.3339
17.57,-7.288,0.3339
17.58,-7.288,0.3337
17.59,-7.284,0.3339
17.6,-7.282,0.3339
17.61,-7.284,0.3337
17.62,-7.286,0.3339
17.63,-7.284,0.3339
17.64,-7.281,0.3339
17.65,-7.281,0.3338
17.66,-7.286,0.334
17.67,-7.289,0.3339
17.68,-7.289,0.3339
17.69,-7.294,0.3339
17.7,-7.293,0.3338
17.71,-7.291,0.334
17.72,-7.293,0.3339
17.73,-7.294,0.3338
17.74,-7.296,0.334
17.75,-7.301,0.3339
17.76,-7.301,0.3339
17.77,-7.294,0.3338
17.78,-7.296,0.3341
17.79,-7.293,0.3337
17.8,-7.291,0.3339
17.81,-7.289,0.3339
17.82,-7.291,0.3337
17.83,-7.289,0.3339
17.84,-7.288,0.3337
17.85,-7.282,0.3337
17.86,-7.282,0.3337
17.87,-7.279,0.3337
17.88,-7.281,0.3337
17.89,-7.288,0.3335
17.9,-7.289,0.3337
17.91,-7.289,0.3337
17.92,-7.298,0.3337
17.93,-7.307,0.3337
17.94,-7.31,0.3337
17.95,-7.305,0.3337
17.96,-7.301,0.3337
17.97,-7.307,0.3337
17.98,-7.31,0.3337
17.99,-7.308,0.3337
18,-7.31,0.3337
18.01,-7.308,0.3337
18.02,-7.307,0.3337
18.03,-7.305,0.3337
18.04,-7.305,0.3339
18.05,-7.303,0.3339
18.06,-7.3,0.3337
18.07,-7.289,0.3339
18.08,-7.282,0.3337
18.09,-7.275,0.3339
18.1,-7.272,0.3337
18.11,-7.282,0.3337
18.12,-7.281,0.3337
18.13,-7.282,0.3337
18.14,-7.284,0.3337
18.15,-7.284,0.3337
18.16,-7.282,0.3337
18.17,-7.284,0.3337
18.18,-7.291,0.3339
18.19,-7.294,0.3339
18.2,-7.3,0.3339
18.21,-7.301,0.3339
18.22,-7.303,0.3339
18.23,-7.301,0.3339
18.24,-7.301,0.3338
18.25,-7.303,0.334
18.26,-7.298,0.3343
18.27,-7.296,0.3347
18.28,-7.293,0.3351
18.29,-7.294,0.3351
18.3,-7.293,0.3349
18.31,-7.296,0.3351
18.32,-7.291,0.3351
18.33,-7.289,0.3351
18.34,-7.286,0.3351
18.35,-7.282,0.335
18.36,-7.282,0.3352
18.37,-7.284,0.3352
18.38,-7.289,0.3352
18.39,-7.293,0.3352
18.4,-7.296,0.3352
18.41,-7.298,0.3352
18.42,-7.301,0.3352
18.43,-7.301,0.3352
18.44,-7.303,0.3352
18.45,-7.305,0.3352
18.46,-7.301,0.3352
18.47,-7.303,0.3352
18.48,-7.303,0.3352
18.49,-7.303,0.3352
18.5,-7.301,0.3352
18.51,-7.301,0.3352
18.52,-7.294,0.3352
18.53,-7.294,0.3352
18.54,-7.289,0.3352
18.55,-7.294,0.3352
18.56,-7.294,0.3352
18.57,-7.3,0.3352
18.58,-7.298,0.3352
18.59,-7.294,0.3352
18.6,-7.289,0.3352
18.61,-7.289,0.3352
18.62,-7.291,0.3352
18.63,-7.289,0.3352
18.64,-7.288,0.3352
18.65,-7.288,0.3352
18.66,-7.291,0.3352
18.67,-7.291,0.3352
18.68,-7.296,0.3352
18.69,-7.296,0.3352
18.7,-7.296,0.3352
18.71,-7.3,0.3352
18.72,-7.3,0.3352
18.73,-7.301,0.3352
18.74,-7.305,0.3352
18.75,-7.31,0.3352
18.76,-7.312,0.3352
18.77,-7.308,0.3352
18.78,-7.317,0.3352
18.79,-7.319,0.3352
18.8,-7.317,0.3352
18.81,-7.312,0.3352
18.82,-7.31,0.3352
18.83,-7.308,0.3352
18.84,-7.307,0.3352
18.85,-7.31,0.3352
18.86,-7.31,0.3352
18.87,-7.312,0.3352
18.88,-7.31,0.3352
18.89,-7.308,0.3352
18.9,-7.305,0.3352
18.91,-7.301,0.3352
18.92,-7.303,0.3352
18.93,-7.305,0.3352
18.94,-7.305,0.3352
18.95,-7.303,0.3352
18.96,-7.307,0.3352
18.97,-7.31,0.3352
18.98,-7.31,0.3352
18.99,-7.31,0.3352
19,-7.307,0.3352
19.01,-7.305,0.3352
19.02,-7.3,0.3352
19.03,-7.298,0.3352
19.04,-7.301,0.3352
19.05,-7.303,0.3352
19.06,-7.305,0.3352
19.07,-7.308,0.3352
19.08,-7.31,0.3352
19.09,-7.307,0.3352
19.1,-7.301,0.3352
19.11,-7.298,0.3352
19.12,-7.298,0.3352
19.13,-7.305,0.3352
19.14,-7.307,0.3352
19.15,-7.308,0.3352
19.16,-7.305,0.3352
19.17,-7.303,0.3352
19.18,-7.305,0.3352
19.19,-7.308,0.3352
19.2,-7.308,0.3352
19.21,-7.301,0.3352
19.22,-7.3,0.3352
19.23,-7.3,0.3352
19.24,-7.303,0.3352
19.25,-7.303,0.3352
19.26,-7.3,0.3352
19.27,-7.301,0.3352
19.28,-7.294,0.3352
19.29,-7.291,0.3352
19.3,-7.291,0.3352
19.31,-7.289,0.3352
19.32,-7.288,0.3352
19.33,-7.288,0.3352
19.34,-7.288,0.3352
19.35,-7.296,0.3352
19.36,-7.3,0.3352
19.37,-7.3,0.3352
19.38,-7.298,0.3352
19.39,-7.291,0.3352
19.4,-7.294,0.3352
19.41,-7.288,0.3352
19.42,-7.284,0.3352
19.43,-7.284,0.3352
19.44,-7.286,0.3352
19.45,-7.288,0.3352
19.46,-7.282,0.3352
19.47,-7.277,0.3352
19.48,-7.281,0.3352
19.49,-7.279,0.3352
19.5,-7.282,0.3352
19.51,-7.279,0.3352
19.52,-7.281,0.3352
19.53,-7.284,0.3352
19.54,-7.284,0.3352
19.55,-7.286,0.3352
19.56,-7.288,0.3352
19.57,-7.289,0.3352
19.58,-7.291,0.3352
19.59,-7.303,0.3352
19.6,-7.303,0.3352
19.61,-7.307,0.3352
19.62,-7.308,0.3352
19.63,-7.308,0.3352
19.64,-7.307,0.3352
19.65,-7.307,0.3352
19.66,-7.303,0.3352
19.67,-7.3,0.3352
19.68,-7.293,0.3352
19.69,-7.288,0.3352
19.7,-7.282,0.3352
19.71,-7.281,0.3352
19.72,-7.277,0.3352
19.73,-7.279,0.3352
19.74,-7.274,0.3352
19.75,-7.263,0.3352
19.76,-7.267,0.3352
19.77,-7.268,0.3352
19.78,-7.27,0.3352
19.79,-7.267,0.3352
19.8,-7.267,0.3352
19.81,-7.267,0.3352
19.82,-7.258,0.3352
19.83,-7.254,0.3352
19.84,-7.261,0.3352
19.85,-7.265,0.3352
19.86,-7.265,0.3352
19.87,-7.268,0.3352
19.88,-7.27,0.3352
19.89,-7.268,0.3352
19.9,-7.274,0.3352
19.91,-7.282,0.3352
19.92,-7.288,0.3352
19.93,-7.282,0.3352
19.94,-7.284,0.3352
19.95,-7.284,0.3352
19.96,-7.282,0.3352
19.97,-7.282,0.3352
19.98,-7.282,0.3352
19.99,-7.286,0.3352
20,-7.282,0.3352
20.01,-7.281,0.3352
20.02,-7.275,0.3352
20.03,-7.272,0.3352
20.04,-7.268,0.335
20.05,-7.258,0.3352
20.06,-7.261,0.335
20.07,-7.265,0.3352
20.08,-7.263,0.3351
20.09,-7.267,0.3351
20.1,-7.27,0.3351
20.11,-7.268,0.335
20.12,-7.275,0.3352
20.13,-7.277,0.3352
20.14,-7.281,0.3352
20.15,-7.288,0.3352
20.16,-7.291,0.3352
20.17,-7.291,0.3352
20.18,-7.289,0.3352
20.19,-7.3,0.3352
20.2,-7.305,0.3352
20.21,-7.307,0.3352
20.22,-7.303,0.3352
20.23,-7.307,0.3352
20.24,-7.307,0.3352
20.25,-7.307,0.3352
20.26,-7.303,0.3352
20.27,-7.303,0.3352
20.28,-7.307,0.3352
20.29,-7.3,0.3352
20.3,-7.294,0.3352
20.31,-7.289,0.3352
20.32,-7.289,0.3352
20.33,-7.293,0.3352
20.34,-7.291,0.3352
20.35,-7.288,0.3352
20.36,-7.288,0.3352
20.37,-7.286,0.3352
20.38,-7.288,0.3352
20.39,-7.286,0.3352
20.4,-7.286,0.3352
20.41,-7.291,0.3352
20.42,-7.294,0.3352
20.43,-7.294,0.3352
20.44,-7.294,0.3352
20.45,-7.296,0.3352
20.46,-7.3,0.3352
20.47,-7.303,0.3352
20.48,-7.308,0.3352
20.49,-7.312,0.3352
20.5,-7.31,0.3352
20.51,-7.307,0.3352
20.52,-7.305,0.3352
20.53,-7.305,0.3352
20.54,-7.308,0.3352
20.55,-7.319,0.3352
20.56,-7.315,0.3352
20.57,-7.31,0.3352
20.58,-7.308,0.3352
20.59,-7.317,0.3352
20.6,-7.321,0.3352
20.61,-7.321,0.3352
20.62,-7.321,0.3352
20.63,-7.322,0.3352
20.64,-7.326,0.3352
20.65,-7.331,0.3352
20.66,-7.329,0.3352
20.67,-7.317,0.3352
20.68,-7.319,0.3352
20.69,-7.314,0.3352
20.7,-7.317,0.3352
20.71,-7.322,0.3352
20.72,-7.324,0.335
20.73,-7.324,0.3352
20.74,-7.329,0.3352
20.75,-7.333,0.3352
20.76,-7.331,0.3352
20.77,-7.328,0.335
20.78,-7.329,0.3352
20.79,-7.321,0.3352
20.8,-7.31,0.3351
20.81,-7.286,0.3351
20.82,-7.254,0.3351
20.83,-7.244,0.3351
20.84,-7.249,0.3351
20.85,-7.214,0.3351
20.86,-7.09,0.3351
20.87,-6.935,0.3349
20.88,-6.782,0.3348
20.89,-6.457,0.3343
20.9,-5.802,0.3333
20.91,-5.367,0.332
20.92,-5.112,0.33
20.93,-4.9,0.3275
20.94,-4.682,0.3241
20.95,-4.381,0.32
20.96,-3.988,0.3156
20.97,-3.515,0.3103
20.98,-3.015,0.3045
20.99,-2.599,0.2981
21,-2.148,0.2894
21.01,-1.615,0.282
21.02,-1.065,0.2744
21.03,-0.565,0.2667
21.04,-0.21,0.2586
21.05,-0.123,0.2507
21.06,-0.114,0.243
21.07,-0.116,0.2338
21.08,-0.114,0.226
21.09,-0.119,0.2184
21.1,-0.149,0.2109
21.11,-0.228,0.2056
21.12,-0.822,0.1989
21.13,-1.351,0.1952
21.14,-1.145,0.1923
21.15,-0.813,0.1831
21.16,-0.631,0.1742
21.17,-0.738,0.1681
21.18,-0.932,0.1606
21.19,-1.024,0.155
21.2,-0.899,0.1501
21.21,-0.743,0.1435
21.22,-0.706,0.1391
21.23,-0.776,0.1352
21.24,-0.92,0.1314
21.25,-0.965,0.1281
21.26,-0.944,0.1251
21.27,-0.893,0.1248
21.28,-0.817,0.1231
21.29,-0.738,0.1233
21.3,-0.623,0.1248
21.31,-0.596,0.1231
21.32,-0.68,0.1246
21.33,-0.822,0.1231
21.34,-0.851,0.1251
21.35,-0.766,0.1247
21.36,-0.661,0.124
21.37,-0.553,0.1237
21.38,-0.374,0.1233
21.39,-0.221,0.1232
21.4,-0.18,0.1232
21.41,-0.205,0.1232
21.42,-0.277,0.1232
21.43,-0.336,0.1232
21.44,-0.334,0.1231
21.45,-0.277,0.1233
21.46,-0.172,0.1235
21.47,-0.1,0.1238
21.48,-0.076,0.1242
21.49,-0.069,0.1245
21.5,-0.065,0.1249
21.51,-0.063,0.1251
21.52,-0.062,0.1249
21.53,-0.062,0.1232
21.54,-0.06,0.1231
21.55,-0.06,0.1235
21.56,-0.06,0.1238
21.57,-0.056,0.1242
21.58,-0.058,0.1245
21.59,-0.06,0.1249
21.6,-0.056,0.1251
21.61,-0.056,0.1249
21.62,-0.06,0.1232
21.63,-0.06,0.1231
21.64,-0.058,0.1233
21.65,-0.058,0.1238
21.66,-0.058,0.1242
21.67,-0.055,0.1245
21.68,-0.058,0.1249
21.69,-0.058,0.1249
21.7,-0.058,0.1233
21.71,-0.056,0.123
21.72,-0.056,0.1231
21.73,-0.058,0.1233
21.74,-0.055,0.1237
21.75,-0.055,0.124
21.76,-0.055,0.1243
21.77,-0.056,0.1249
21.78,-0.055,0.1249
21.79,-0.056,0.1233
21.8,-0.055,0.123
21.81,-0.056,0.123
21.82,-0.055,0.1233
21.83,-0.055,0.1237
21.84,-0.055,0.124
21.85,-0.056,0.1245
21.86,-0.058,0.1249
21.87,-0.06,0.125
21.88,-0.063,0.1251
21.89,-0.062,0.1233
21.9,-0.058,0.1237
21.91,-0.06,0.124
21.92,-0.06,0.1245
21.93,-0.06,0.1254
21.94,-0.06,0.1254
21.95,-0.062,0.1254
21.96,-0.06,0.1257
21.97,-0.065,0.1262
21.98,-0.06,0.1266
21.99,-0.062,0.1269
22,-0.062,0.1274
22.01,-0.062,0.1278
22.02,-0.063,0.1283
22.03,-0.06,0.1286
22.04,-0.058,0.129
22.05,-0.058,0.1292
22.06,-0.058,0.1295
22.07,-0.055,0.13
22.08,-0.056,0.1304
22.09,-0.058,0.1307
22.1,-0.058,0.1312
22.11,-0.056,0.1316
22.12,-0.056,0.1321
22.13,-0.06,0.1324
22.14,-0.058,0.1328
22.15,-0.056,0.1331
22.16,-0.056,0.1335
22.17,-0.056,0.1338
