1 Bar Leather,2 Bar Leather,3 Bar Leather,4 Bar Leather,1 Bar Felt,2 Bar Felt,3 Bar Felt,4 Bar Felt
1.096,2.319,,5.052,,,,
1.081,2.348,,5.049,,,,
1.058,2.365,,5.044,,,,
1.044,2.37,,5.037,,,,
1.053,2.355,,5.023,,,,
1.067,2.332,,5.011,,,,
1.101,2.312,,5.003,,,,
1.13,2.293,,5.001,,,,
1.148,2.269,,5.008,,,,
1.158,2.253,,5.013,,,,
1.16,2.243,,5.015,,,,
1.154,2.243,,5.015,,,,
1.154,2.257,,5.004,,,,
1.146,2.279,,4.982,,,,
1.134,2.286,,4.954,,,,
1.125,2.274,,4.941,,,,
1.113,2.257,,4.935,,,,
1.099,2.238,,4.939,,,,
1.087,2.224,,4.948,,,,
1.072,2.207,,4.961,,,,
1.051,2.198,,4.965,,,,
1.05,2.183,,4.965,,,,
1.062,2.162,,4.966,,,,
1.077,2.145,,4.961,,,,
1.103,2.141,,4.96,,,,
1.118,2.14,,4.966,,,,
1.106,2.14,,4.973,,,,
1.096,2.145,,4.985,,,,
1.086,2.153,,4.999,,,,
1.072,2.155,,4.997,,,,
1.072,2.155,,4.991,,,,
1.084,2.145,,4.97,,,,
1.096,2.123,,4.961,,,,
1.113,2.104,,4.954,,,,
1.124,2.092,,4.956,,,,
1.129,2.08,,4.953,,,,
1.124,2.081,,4.937,,,,
1.117,2.081,,4.92,,,,
1.094,2.083,,4.91,,,,
1.075,2.088,,4.893,,,,
1.074,2.097,,4.879,,,,
1.089,2.098,,4.872,,,,
1.096,2.1,,4.868,,,,
1.108,2.095,,4.87,,,,
1.122,2.09,,4.877,,,,
1.137,2.085,,4.882,,,,
1.142,2.069,,4.882,,,,
1.149,2.055,,4.877,,,,
1.158,2.054,,4.865,,,,
1.167,2.064,,4.856,,,,
1.17,2.069,,4.851,,,,
1.17,2.083,,4.856,,,,
1.167,2.083,,4.86,,,,
1.16,2.095,,4.862,,,,
1.144,2.116,,4.858,,,,
1.129,2.131,,4.85,,,,
1.124,2.136,,4.825,,,,
1.127,2.129,,4.791,,,,
1.118,2.129,,4.753,,,,
1.117,2.129,,4.726,,,,
1.11,2.121,,4.71,,,,
1.108,2.104,,4.698,,,,
1.099,2.093,,4.696,,,,
1.089,2.095,,4.698,,,,
1.091,2.114,,4.695,,,,
1.084,2.129,,4.678,,,,
1.072,2.14,,4.662,,,,
1.07,2.148,,4.647,,,,
1.063,2.148,,4.64,,,,
1.055,2.145,,4.647,,,,
1.053,2.147,,,,,,
1.065,2.148,,,,,,
1.075,2.145,,,,,,
1.093,2.141,,,,,,
1.106,2.147,,,,,,
1.111,2.157,,,,,,
1.098,2.162,,,,,,
1.084,2.159,,,,,,
1.067,2.141,,,,,,
1.053,2.129,,,,,,
1.048,2.121,,,,,,
1.038,2.11,,,,,,
1.039,2.121,,,,,,
1.039,2.136,,,,,,
1.039,2.15,,,,,,
1.039,2.138,,,,,,
1.048,2.116,,,,,,
1.055,2.095,,,,,,
1.063,2.086,,,,,,
1.079,2.086,,,,,,
1.094,2.102,,,,,,
1.094,2.117,,,,,,
1.084,2.119,,,,,,
1.115,2.109,,,,,,
1.098,2.092,,,,,,
1.081,2.069,,,,,,
1.094,2.059,,,,,,
1.101,2.062,,,,,,
1.105,,,,,,,
1.118,,,,,,,
1.146,,,,,,,
1.165,,,,,,,
1.18,,,,,,,
1.197,,,,,,,
1.203,,,,,,,
1.187,,,,,,,
1.184,,,,,,,
1.184,,,,,,,
1.185,,,,,,,
1.177,,,,,,,
1.161,,,,,,,
1.163,,,,,,,
1.172,,,,,,,
1.167,,,,,,,
1.168,,,,,,,
1.184,,,,,,,
1.182,,,,,,,
1.182,,,,,,,
1.194,,,,,,,
1.201,,,,,,,
1.203,,,,,,,
1.208,,,,,,,
1.222,,,,,,,
1.234,,,,,,,
1.237,,,,,,,
1.237,,,,,,,
1.235,,,,,,,
1.23,,,,,,,
1.206,,,,,,,
1.18,,,,,,,
1.168,,,,,,,
1.163,,,,,,,
1.161,,,,,,,
1.16,,,,,,,
1.165,,,,,,,
1.167,,,,,,,
1.173,,,,,,,
1.17,,,,,,,
1.161,,,,,,,
1.144,,,,,,,
1.124,,,,,,,
1.105,,,,,,,
1.093,,,,,,,
1.082,,,,,,,
1.074,,,,,,,
1.087,,,,,,,
1.106,,,,,,,
1.115,,,,,,,
1.125,,,,,,,
1.141,,,,,,,
1.139,,,,,,,
1.132,,,,,,,
1.134,,,,,,,
1.134,,,,,,,
1.127,,,,,,,
1.134,,,,,,,
1.139,,,,,,,
1.136,,,,,,,
1.144,,,,,,,
1.151,,,,,,,
1.144,,,,,,,
1.146,,,,,,,
1.141,,,,,,,
1.125,,,,,,,
1.12,,,,,,,
1.106,,,,,,,
1.096,,,,,,,
1.098,,,,,,,
1.094,,,,,,,
1.134,,,,,,,
1.16,,,,,,,
1.163,,,,,,,
1.182,,,,,,,
1.189,,,,,,,
1.168,,,,,,,
1.151,,,,,,,
1.124,,,,,,,
1.094,,,,,,,
1.07,,,,,,,
1.043,,,,,,,
1.031,,,,,,,
1.036,,,,,,,
1.044,,,,,,,
1.048,,,,,,,
1.05,,,,,,,
1.051,,,,,,,
1.048,,,,,,,
1.058,,,,,,,
1.075,,,,,,,
1.087,,,,,,,
1.098,,,,,,,
1.101,,,,,,,
1.108,,,,,,,
1.105,,,,,,,
1.108,,,,,,,
1.113,,,,,,,
1.105,,,,,,,
1.108,,,,,,,
1.113,,,,,,,
1.096,,,,,,,
1.084,,,,,,,
1.072,,,,,,,
1.055,,,,,,,
1.044,,,,,,,
1.044,,,,,,,
1.044,,,,,,,
1.044,,,,,,,
1.046,,,,,,,
1.072,,,,,,,
1.086,,,,,,,
1.084,,,,,,,
1.106,,,,,,,
1.12,,,,,,,
1.12,,,,,,,
1.141,,,,,,,
1.149,,,,,,,
1.132,,,,,,,
1.13,,,,,,,
1.122,,,,,,,
1.099,,,,,,,
1.096,,,,,,,
1.087,,,,,,,
1.086,,,,,,,
1.086,,,,,,,
1.084,,,,,,,
1.082,,,,,,,
1.084,,,,,,,
1.084,,,,,,,
1.077,,,,,,,
1.074,,,,,,,
1.086,,,,,,,
1.081,,,,,,,
1.093,,,,,,,
1.093,,,,,,,
1.087,,,,,,,
1.101,,,,,,,
1.122,,,,,,,
1.127,,,,,,,
1.141,,,,,,,
1.154,,,,,,,
1.146,,,,,,,
1.142,,,,,,,
1.132,,,,,,,
1.124,,,,,,,
1.115,,,,,,,
1.098,,,,,,,
1.087,,,,,,,
1.089,,,,,,,
1.091,,,,,,,
1.098,,,,,,,
1.11,,,,,,,
1.127,,,,,,,
1.142,,,,,,,
1.149,,,,,,,
1.156,,,,,,,
1.148,,,,,,,
1.144,,,,,,,
1.156,,,,,,,
1.163,,,,,,,
1.158,,,,,,,
1.165,,,,,,,
1.158,,,,,,,
1.153,,,,,,,
1.161,,,,,,,
1.167,,,,,,,
1.177,,,,,,,
1.185,,,,,,,
1.172,,,,,,,
1.168,,,,,,,
1.163,,,,,,,
1.151,,,,,,,
1.149,,,,,,,
1.141,,,,,,,
1.132,,,,,,,
1.134,,,,,,,
1.124,,,,,,,
1.122,,,,,,,
1.122,,,,,,,
1.113,,,,,,,
1.12,,,,,,,
1.132,,,,,,,
1.125,,,,,,,
1.129,,,,,,,
1.13,,,,,,,
1.108,,,,,,,
1.101,,,,,,,
1.098,,,,,,,
1.082,,,,,,,
1.091,,,,,,,
1.096,,,,,,,
1.082,,,,,,,
1.094,,,,,,,
1.093,,,,,,,
1.079,,,,,,,
1.065,,,,,,,
1.051,,,,,,,
1.034,,,,,,,
1.027,,,,,,,
1.036,,,,,,,
1.038,,,,,,,
1.036,,,,,,,
1.046,,,,,,,
1.058,,,,,,,
1.056,,,,,,,
1.062,,,,,,,
1.06,,,,,,,
1.048,,,,,,,
1.058,,,,,,,
1.067,,,,,,,
1.065,,,,,,,
1.086,,,,,,,
1.086,,,,,,,
1.069,,,,,,,
1.065,,,,,,,
1.053,,,,,,,
1.034,,,,,,,
1.032,,,,,,,
1.036,,,,,,,
1.026,,,,,,,
1.026,,,,,,,
1.032,,,,,,,
1.015,,,,,,,
1.017,,,,,,,
1.032,,,,,,,
1.031,,,,,,,
1.036,,,,,,,
1.041,,,,,,,
1.039,,,,,,,
1.05,,,,,,,
1.07,,,,,,,
1.081,,,,,,,
1.081,,,,,,,
1.087,,,,,,,
1.079,,,,,,,
1.07,,,,,,,
1.062,,,,,,,
1.065,,,,,,,
1.065,,,,,,,
1.077,,,,,,,
1.087,,,,,,,
1.091,,,,,,,
1.091,,,,,,,
1.082,,,,,,,
1.077,,,,,,,
1.079,,,,,,,
1.086,,,,,,,
1.091,,,,,,,
1.093,,,,,,,
1.098,,,,,,,
1.106,,,,,,,
1.113,,,,,,,
1.125,,,,,,,
1.12,,,,,,,
1.111,,,,,,,
1.106,,,,,,,
1.111,,,,,,,
1.122,,,,,,,
1.13,,,,,,,
1.124,,,,,,,
1.108,,,,,,,
1.108,,,,,,,
1.105,,,,,,,
1.091,,,,,,,
1.091,,,,,,,
1.111,,,,,,,
1.103,,,,,,,
1.13,,,,,,,
1.142,,,,,,,
1.137,,,,,,,
1.154,,,,,,,
1.163,,,,,,,
1.16,,,,,,,
1.167,,,,,,,
1.146,,,,,,,
1.12,,,,,,,
1.105,,,,,,,
1.089,,,,,,,
1.072,,,,,,,
1.048,,,,,,,
1.026,,,,,,,
1.022,,,,,,,
1.019,,,,,,,
1.008,,,,,,,
1.017,,,,,,,
1.015,,,,,,,
1.005,,,,,,,
0.996,,,,,,,
1.003,,,,,,,
1.005,,,,,,,
1.013,,,,,,,
1.036,,,,,,,
1.048,,,,,,,
1.06,,,,,,,
1.069,,,,,,,
1.051,,,,,,,
1.046,,,,,,,
1.034,,,,,,,
1.012,,,,,,,
1.005,,,,,,,
0.996,,,,,,,
0.996,,,,,,,
1,,,,,,,
1.003,,,,,,,
1.022,,,,,,,
1.034,,,,,,,
1.031,,,,,,,
1.081,,,,,,,
1.072,,,,,,,
1.074,,,,,,,
1.093,,,,,,,
1.093,,,,,,,
1.087,,,,,,,
1.094,,,,,,,
1.093,,,,,,,
1.094,,,,,,,
1.081,,,,,,,
1.07,,,,,,,
1.062,,,,,,,
1.063,,,,,,,
1.06,,,,,,,
1.065,,,,,,,
1.07,,,,,,,
1.075,,,,,,,
1.072,,,,,,,
1.075,,,,,,,
1.084,,,,,,,
1.089,,,,,,,
1.094,,,,,,,
1.094,,,,,,,
1.089,,,,,,,
1.084,,,,,,,
1.075,,,,,,,
1.062,,,,,,,
1.055,,,,,,,
1.043,,,,,,,
1.027,,,,,,,
1.032,,,,,,,
1.027,,,,,,,
1.026,,,,,,,
1.039,,,,,,,
1.034,,,,,,,
1.022,,,,,,,
1.017,,,,,,,
1.005,,,,,,,
0.989,,,,,,,
0.984,,,,,,,
0.976,,,,,,,
0.971,,,,,,,
0.976,,,,,,,
0.988,,,,,,,
1,,,,,,,
1.024,,,,,,,
1.044,,,,,,,
1.058,,,,,,,
1.072,,,,,,,
1.075,,,,,,,
1.087,,,,,,,
1.093,,,,,,,
1.099,,,,,,,
1.108,,,,,,,
1.099,,,,,,,
1.093,,,,,,,
1.087,,,,,,,
1.07,,,,,,,
1.058,,,,,,,
1.051,,,,,,,
1.041,,,,,,,
1.038,,,,,,,
1.031,,,,,,,
1.024,,,,,,,
1.02,,,,,,,
1.017,,,,,,,
1.02,,,,,,,
1.02,,,,,,,
1.013,,,,,,,
1.01,,,,,,,
0.998,,,,,,,
0.996,,,,,,,
1,,,,,,,
0.996,,,,,,,
1,,,,,,,
1.01,,,,,,,
1.024,,,,,,,
1.044,,,,,,,
1.063,,,,,,,
1.075,,,,,,,
1.091,,,,,,,
1.087,,,,,,,
1.087,,,,,,,
1.094,,,,,,,
1.096,,,,,,,
1.096,,,,,,,
1.099,,,,,,,
1.101,,,,,,,
1.096,,,,,,,
1.094,,,,,,,
1.094,,,,,,,
1.093,,,,,,,
1.091,,,,,,,
1.082,,,,,,,
1.065,,,,,,,
1.05,,,,,,,
1.026,,,,,,,
1.007,,,,,,,
0.993,,,,,,,
0.979,,,,,,,
0.979,,,,,,,
0.986,,,,,,,
0.996,,,,,,,
1.01,,,,,,,
1.026,,,,,,,
1.036,,,,,,,
1.046,,,,,,,
1.051,,,,,,,
1.053,,,,,,,
1.051,,,,,,,
1.041,,,,,,,
1.039,,,,,,,
1.015,,,,,,,
1,,,,,,,
0.993,,,,,,,
0.974,,,,,,,
0.965,,,,,,,
0.96,,,,,,,
0.952,,,,,,,
0.964,,,,,,,
0.976,,,,,,,
0.991,,,,,,,
1.01,,,,,,,
1.026,,,,,,,
1.043,,,,,,,
1.058,,,,,,,
1.069,,,,,,,
1.081,,,,,,,
1.086,,,,,,,
1.086,,,,,,,
1.094,,,,,,,
1.094,,,,,,,
1.086,,,,,,,
1.091,,,,,,,
1.077,,,,,,,
1.062,,,,,,,
1.065,,,,,,,
1.053,,,,,,,
1.039,,,,,,,
1.041,,,,,,,
1.032,,,,,,,
1.022,,,,,,,
1.022,,,,,,,
1.013,,,,,,,
0.998,,,,,,,
0.989,,,,,,,
0.998,,,,,,,
0.995,,,,,,,
1.007,,,,,,,
1.029,,,,,,,
1.044,,,,,,,
1.062,,,,,,,
1.077,,,,,,,
1.077,,,,,,,
1.079,,,,,,,
1.082,,,,,,,
1.079,,,,,,,
1.077,,,,,,,
1.079,,,,,,,
1.06,,,,,,,
1.048,,,,,,,
1.041,,,,,,,
1.024,,,,,,,
1.003,,,,,,,
0.991,,,,,,,
0.977,,,,,,,
0.971,,,,,,,
0.972,,,,,,,
0.974,,,,,,,
0.974,,,,,,,
0.972,,,,,,,
0.979,,,,,,,
0.988,,,,,,,
0.989,,,,,,,
1.02,,,,,,,
1.019,,,,,,,
1.022,,,,,,,
1.044,,,,,,,
1.041,,,,,,,
1.038,,,,,,,
1.026,,,,,,,
1.003,,,,,,,
0.981,,,,,,,
0.953,,,,,,,
0.936,,,,,,,
0.919,,,,,,,
0.89,,,,,,,
0.888,,,,,,,
0.881,,,,,,,
0.89,,,,,,,
0.91,,,,,,,
0.915,,,,,,,
0.943,,,,,,,
0.962,,,,,,,
0.976,,,,,,,
1.003,,,,,,,
1.022,,,,,,,
1.031,,,,,,,
1.05,,,,,,,
1.051,,,,,,,
1.05,,,,,,,
1.043,,,,,,,
1.029,,,,,,,
1.012,,,,,,,
0.996,,,,,,,
0.971,,,,,,,
0.948,,,,,,,
0.928,,,,,,,
0.897,,,,,,,
0.883,,,,,,,
0.883,,,,,,,
0.879,,,,,,,
0.893,,,,,,,
0.912,,,,,,,
0.929,,,,,,,
0.957,,,,,,,
0.981,,,,,,,
0.993,,,,,,,
1.017,,,,,,,
1.034,,,,,,,
1.041,,,,,,,
1.053,,,,,,,
1.067,,,,,,,
1.067,,,,,,,
1.069,,,,,,,
1.065,,,,,,,
1.048,,,,,,,
1.046,,,,,,,
1.041,,,,,,,
1.031,,,,,,,
1.038,,,,,,,
1.043,,,,,,,
1.039,,,,,,,
1.044,,,,,,,
1.036,,,,,,,
1.031,,,,,,,
1.034,,,,,,,
1.02,,,,,,,
1.022,,,,,,,
1.017,,,,,,,
1.012,,,,,,,
1.024,,,,,,,
1.032,,,,,,,
1.039,,,,,,,
1.044,,,,,,,
1.043,,,,,,,
1.048,,,,,,,
1.048,,,,,,,
1.044,,,,,,,
1.05,,,,,,,
1.051,,,,,,,
1.048,,,,,,,
1.044,,,,,,,
1.034,,,,,,,
1.022,,,,,,,
1.022,,,,,,,
1.027,,,,,,,
1.039,,,,,,,
1.036,,,,,,,
1.036,,,,,,,
1.038,,,,,,,
1.027,,,,,,,
1.032,,,,,,,
1.029,,,,,,,
1.01,,,,,,,
0.995,,,,,,,
0.983,,,,,,,
0.96,,,,,,,
0.945,,,,,,,
0.922,,,,,,,
0.898,,,,,,,
0.871,,,,,,,
0.847,,,,,,,
0.828,,,,,,,
0.817,,,,,,,
0.802,,,,,,,
0.804,,,,,,,
0.807,,,,,,,
0.804,,,,,,,
0.802,,,,,,,
0.8,,,,,,,
0.83,,,,,,,
0.847,,,,,,,
0.871,,,,,,,
0.91,,,,,,,
0.924,,,,,,,
0.934,,,,,,,
0.96,,,,,,,
0.965,,,,,,,
0.965,,,,,,,
0.983,,,,,,,
0.972,,,,,,,
0.971,,,,,,,
0.969,,,,,,,
0.953,,,,,,,
0.95,,,,,,,
0.948,,,,,,,
0.945,,,,,,,
0.945,,,,,,,
0.955,,,,,,,
0.948,,,,,,,
0.938,,,,,,,
0.929,,,,,,,
0.91,,,,,,,
0.891,,,,,,,
0.871,,,,,,,
0.838,,,,,,,
0.802,,,,,,,
0.764,,,,,,,
0.732,,,,,,,
0.694,,,,,,,
0.651,,,,,,,
0.603,,,,,,,
0.554,,,,,,,
0.494,,,,,,,
0.42,,,,,,,
0.369,,,,,,,
0.374,,,,,,,
0.326,,,,,,,
0.224,,,,,,,
0.161,,,,,,,
0.137,,,,,,,
0.104,,,,,,,
0.057,,,,,,,
0.033,,,,,,,
0.028,,,,,,,
0.03,,,,,,,
0.028,,,,,,,
0.027,,,,,,,
0.03,,,,,,,
0.03,,,,,,,
0.03,,,,,,,
0.032,,,,,,,
0.032,,,,,,,
0.035,,,,,,,
0.033,,,,,,,
0.037,,,,,,,
0.035,,,,,,,
0.032,,,,,,,
0.028,,,,,,,
0.027,,,,,,,
0.023,,,,,,,
0.02,,,,,,,
0.02,,,,,,,
0.023,,,,,,,
0.025,,,,,,,
0.027,,,,,,,
0.028,,,,,,,
0.032,,,,,,,
0.033,,,,,,,
0.032,,,,,,,
0.032,,,,,,,
0.032,,,,,,,
0.027,,,,,,,
0.025,,,,,,,
0.023,,,,,,,
0.028,,,,,,,
0.028,,,,,,,
0.027,,,,,,,
0.027,,,,,,,
0.027,,,,,,,
0.023,,,,,,,
0.023,,,,,,,
0.02,,,,,,,
0.021,,,,,,,
0.021,,,,,,,
0.025,,,,,,,
0.025,,,,,,,
0.025,,,,,,,
0.028,,,,,,,
0.023,,,,,,,
0.021,,,,,,,
0.02,,,,,,,
0.02,,,,,,,
0.015,,,,,,,
0.016,,,,,,,
0.016,,,,,,,
0.02,,,,,,,
0.018,,,,,,,
0.02,,,,,,,
0.015,,,,,,,
0.02,,,,,,,
0.016,,,,,,,
0.018,,,,,,,
0.016,,,,,,,
0.015,,,,,,,
0.013,,,,,,,
0.013,,,,,,,
0.008,,,,,,,
0.008,,,,,,,
0.004,,,,,,,
0.009,,,,,,,
0.009,,,,,,,
0.008,,,,,,,
0.006,,,,,,,
0.006,,,,,,,
0.006,,,,,,,
0.004,,,,,,,
0.002,,,,,,,
0.006,,,,,,,
0.004,,,,,,,
0.002,,,,,,,
0.004,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.004,,,,,,,
0.006,,,,,,,
0.004,,,,,,,
0.002,,,,,,,
0.0007522,,,,,,,
0.002,,,,,,,
-0.0009672,,,,,,,
-0.003,,,,,,,
-0.0009672,,,,,,,
-0.0009672,,,,,,,
0.0007522,,,,,,,
-0.003,,,,,,,
-0.003,,,,,,,
-0.0009672,,,,,,,
0.004,,,,,,,
0.004,,,,,,,
0.002,,,,,,,
0.004,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.002,,,,,,,
0.0007522,,,,,,,
0.002,,,,,,,
0.0007522,,,,,,,
0.004,,,,,,,
0.006,,,,,,,
0.006,,,,,,,
0.008,,,,,,,
0.009,,,,,,,
0.013,,,,,,,
-0.008,,,,,,,
0.004,,,,,,,
0.009,,,,,,,
0.009,,,,,,,
0.002,,,,,,,
0.004,,,,,,,
