1 Bar Leather,2 Bar Leather,3 Bar Leather,4 Bar Leather,1 Bar Felt,2 Bar Felt,3 Bar Felt,4 Bar Felt
1.328,2.389,3.653,5.281,1.332,2.322,3.328,4.475
1.357,2.375,3.639,5.266,1.328,2.331,3.302,4.49
1.347,2.368,3.653,5.252,1.313,2.343,3.268,4.49
1.321,2.363,3.682,5.245,1.304,2.341,3.247,4.48
1.299,2.363,3.713,5.242,1.309,2.343,3.249,4.47
1.299,2.368,3.742,5.243,1.332,2.358,3.28,4.466
1.318,2.38,3.754,5.248,1.344,2.367,3.324,4.471
1.323,2.392,3.751,5.254,1.354,2.36,3.364,4.488
1.316,2.396,3.754,5.255,1.361,2.355,3.402,4.514
1.32,2.405,3.778,5.262,1.35,2.351,3.44,4.535
1.333,2.41,3.801,5.25,1.316,2.351,3.455,4.549
1.359,2.422,3.818,5.236,1.266,2.351,3.433,4.533
1.38,2.423,3.832,5.212,1.23,2.344,3.391,4.488
1.383,2.408,3.838,5.18,1.223,2.341,3.348,4.437
1.383,2.396,3.844,5.147,1.227,2.344,3.307,4.409
1.387,2.367,3.844,5.111,1.218,2.349,3.266,4.401
1.392,2.348,3.842,5.078,1.204,2.355,3.242,4.394
1.32,2.343,3.837,5.052,1.204,2.355,3.23,4.378
1.33,2.341,3.833,5.037,1.22,2.351,3.218,4.368
1.39,2.349,3.832,5.039,1.227,2.343,3.202,4.353
1.388,2.36,3.84,5.052,1.228,2.334,3.192,4.339
1.373,2.365,3.851,5.076,1.23,2.329,3.189,4.337
1.385,2.362,3.851,5.109,1.227,2.32,3.207,4.353
1.383,2.358,3.852,5.138,1.222,2.322,3.226,4.377
1.361,2.349,3.851,5.157,1.218,2.315,3.242,4.385
1.328,2.341,3.844,5.18,1.213,2.317,3.25,4.385
1.287,2.346,3.845,5.181,1.203,2.327,3.244,4.382
1.261,2.349,3.859,5.164,1.194,2.349,3.225,4.365
1.247,2.348,3.875,5.13,1.191,2.367,3.202,4.327
1.234,2.346,3.876,5.102,1.185,2.37,3.177,4.277
1.218,2.344,3.878,5.078,1.177,2.365,3.154,4.244
1.213,2.337,3.873,5.054,1.168,2.367,3.14,4.231
1.242,2.337,3.84,5.044,1.175,2.362,3.146,4.227
1.29,2.329,3.797,5.032,1.189,2.348,3.164,4.236
1.304,2.325,3.749,5.025,1.201,2.32,3.192,4.244
1.252,2.327,3.701,5.032,1.204,2.306,3.225,4.258
1.282,2.343,3.672,5.046,1.201,2.327,3.261,4.267
1.357,2.348,3.665,5.07,1.201,2.355,3.312,4.26
1.314,2.344,3.673,5.097,1.211,2.391,3.359,4.255
1.24,2.334,3.703,5.123,1.206,2.415,3.4,4.249
1.256,2.322,3.73,5.13,1.191,2.415,3.424,4.246
1.308,2.317,3.74,5.132,1.172,2.403,3.436,4.246
1.325,2.312,3.744,5.13,1.161,2.384,3.453,4.249
1.349,2.305,3.732,5.121,1.179,2.377,3.459,4.253
1.378,2.306,3.723,5.095,1.203,2.377,3.445,4.26
1.38,2.313,3.71,5.07,1.213,2.38,3.407,4.253
1.373,2.327,3.694,5.035,1.192,2.38,3.357,4.243
1.349,2.353,3.694,5.004,1.16,2.391,3.323,4.227
1.306,2.374,3.725,4.977,1.129,2.396,3.311,4.213
1.242,2.38,3.754,4.951,1.111,2.377,3.312,4.213
1.204,2.37,3.77,4.946,1.118,2.362,3.323,4.224
1.287,2.355,3.782,4.958,1.146,2.36,3.326,4.231
1.297,2.336,3.809,4.98,1.187,2.363,3.323,4.231
1.265,2.329,3.842,5.015,1.232,2.368,3.314,4.215
1.271,2.324,3.875,5.044,1.266,2.401,3.3,4.206
1.314,2.332,3.902,5.068,1.29,2.449,3.293,4.208
1.318,2.337,3.933,5.078,1.294,2.475,3.307,4.22
1.29,2.344,3.961,5.082,1.275,2.487,3.321,4.232
1.294,2.356,3.966,5.083,1.249,2.487,3.331,4.246
1.32,2.362,3.945,5.082,1.235,2.482,3.33,4.253
1.345,2.367,3.902,5.07,1.237,2.47,3.307,4.253
1.338,2.358,3.868,5.052,1.251,2.453,3.292,4.249
1.326,2.341,3.856,5.028,1.252,2.454,3.281,4.251
1.338,2.308,3.844,5.008,1.252,2.485,3.281,4.261
1.349,2.289,3.844,4.996,1.251,2.521,3.275,4.277
1.337,2.282,3.854,4.984,1.254,2.539,3.268,4.287
1.289,2.291,3.876,4.991,1.242,2.539,3.257,4.304
1.258,2.317,3.881,5.001,1.227,2.523,3.25,4.316
1.338,2.348,3.876,5.011,1.223,2.501,3.249,4.315
1.354,2.368,3.857,5.016,1.223,2.475,3.256,4.301
1.332,2.37,3.837,5.03,1.228,2.458,3.25,4.296
1.357,2.341,3.814,5.04,1.235,2.475,3.209,4.303
1.399,2.31,3.783,5.056,1.234,2.506,3.151,4.322
1.407,2.289,3.751,5.066,1.234,2.53,3.084,4.356
1.402,2.274,3.753,5.068,1.227,2.539,3.046,4.409
1.412,2.272,3.78,5.056,1.211,2.532,3.041,4.456
1.447,2.289,3.799,5.033,1.192,2.509,3.058,4.471
1.452,2.322,3.816,5.004,1.184,2.485,3.068,4.466
1.44,2.351,3.851,4.985,1.191,2.461,3.066,4.459
1.44,2.372,3.88,4.975,1.204,2.451,3.063,4.444
1.436,2.372,3.899,4.985,1.22,2.453,3.072,4.423
1.424,2.356,3.89,5.008,1.23,2.46,3.089,4.396
1.412,2.331,3.881,5.027,1.237,2.468,3.111,4.366
1.416,2.306,3.883,5.049,1.24,2.468,3.123,4.356
1.428,2.286,3.89,5.064,1.242,2.446,3.128,4.382
1.442,2.27,3.876,5.083,1.256,2.418,3.134,4.418
1.44,2.26,3.854,5.089,1.268,2.399,3.147,4.456
1.44,2.245,3.84,5.094,1.271,2.379,3.163,4.495
1.435,2.246,3.844,5.09,1.265,2.372,3.175,4.518
1.402,2.26,3.849,5.085,1.259,2.386,3.183,4.538
1.406,2.277,3.868,5.07,1.268,2.415,3.187,4.552
1.411,2.301,3.866,5.051,1.294,2.444,3.194,4.557
1.359,2.317,3.84,5.016,1.299,2.446,3.201,4.559
1.332,2.315,3.821,4.991,1.29,2.437,3.213,4.571
1.359,2.301,3.825,4.98,1.271,2.42,3.221,4.586
1.368,2.288,3.842,4.978,1.247,2.386,3.223,4.583
1.338,2.269,3.869,4.982,1.227,2.356,3.228,4.566
1.328,2.25,3.888,4.977,1.21,2.343,3.25,4.545
1.344,2.238,3.894,4.968,1.185,2.346,3.283,4.555
1.361,2.226,3.888,4.954,1.17,2.356,3.331,4.595
1.357,2.222,3.885,4.939,1.165,2.374,3.373,4.626
1.335,2.227,3.892,4.923,1.184,2.382,3.395,4.617
1.323,2.234,3.906,4.923,1.22,2.387,3.402,4.595
1.326,2.25,3.93,4.932,1.242,2.375,3.398,4.571
1.325,2.274,3.966,4.949,1.258,2.355,3.391,4.547
1.311,2.288,3.992,4.963,1.263,2.344,3.378,4.509
1.294,2.286,3.993,4.968,1.258,2.337,3.364,4.466
1.277,2.277,3.979,4.966,1.239,2.337,3.366,4.442
1.271,2.276,3.959,4.963,1.223,2.346,3.378,4.433
1.285,2.274,3.937,4.951,1.21,2.362,3.388,4.444
1.302,2.267,3.916,4.932,1.197,2.391,3.385,4.47
1.309,2.264,3.89,4.911,1.185,2.417,3.383,4.516
1.325,2.262,3.863,4.899,1.175,2.425,3.366,4.557
1.337,2.258,3.847,4.894,1.177,2.422,3.348,4.583
1.326,2.267,3.873,4.898,1.18,2.413,3.342,4.574
1.311,2.272,3.902,4.913,1.201,2.427,3.355,4.538
1.29,2.277,3.919,4.935,1.237,2.442,3.378,4.49
1.258,2.284,3.924,4.954,1.268,2.432,3.381,4.466
1.24,2.288,3.93,4.968,1.282,2.411,3.362,4.47
1.239,2.291,3.93,4.978,1.283,2.401,3.343,4.49
1.247,2.31,3.909,4.984,1.275,2.391,3.324,4.497
1.266,2.339,3.88,4.985,1.263,2.367,3.314,4.487
1.266,2.349,3.852,4.982,1.249,2.324,3.316,4.473
1.265,2.343,3.835,4.978,1.228,2.284,3.318,4.464
1.277,2.337,3.844,4.977,1.213,2.26,3.309,4.456
1.287,2.329,3.883,4.97,1.211,2.25,3.297,4.425
1.302,2.312,3.924,4.961,1.22,2.25,3.292,4.401
1.323,2.294,3.966,4.953,1.234,2.262,3.287,4.389
1.314,2.289,3.998,4.939,1.244,2.282,3.283,4.385
1.299,2.3,4.002,4.932,1.258,2.3,3.271,4.389
1.294,2.306,3.983,4.92,1.261,2.317,3.256,4.402
1.287,2.313,3.961,4.915,1.252,2.319,3.242,4.415
1.294,2.32,3.93,4.911,1.239,2.313,3.244,4.423
1.294,2.329,3.887,4.908,1.237,2.298,3.259,4.433
1.294,2.337,3.868,4.91,1.24,2.276,3.268,4.428
1.366,2.343,3.847,4.917,1.246,2.269,3.271,4.42
1.356,2.348,3.837,4.925,1.239,2.272,3.268,4.421
1.314,2.343,3.828,4.932,1.225,2.276,3.269,4.421
1.314,2.337,3.82,4.934,1.213,2.288,3.276,4.406
1.338,2.336,3.796,4.929,1.218,2.313,3.285,4.396
1.325,2.348,3.78,4.913,1.22,2.337,3.287,4.396
1.314,2.363,3.778,4.893,1.215,2.344,3.276,4.404
1.335,2.384,3.771,4.879,1.22,2.332,3.276,4.411
1.363,2.38,3.761,4.872,1.227,2.31,3.288,4.411
1.363,2.365,3.751,4.868,1.24,2.291,3.312,4.385
1.326,2.346,3.749,4.874,1.244,2.288,3.318,4.346
1.297,2.329,3.756,4.877,1.242,2.303,3.314,4.303
1.299,2.334,3.766,4.877,1.24,2.306,3.314,4.275
1.295,2.358,3.773,4.875,1.228,2.301,3.326,4.268
1.283,2.382,3.775,4.875,1.213,2.3,3.355,4.275
1.283,2.415,3.759,4.891,1.21,2.296,3.383,4.284
1.302,2.439,3.746,4.915,1.22,2.284,3.4,4.289
1.321,2.444,3.744,4.944,1.228,2.284,3.402,4.308
1.325,2.437,3.72,4.973,1.239,2.291,3.405,4.337
1.294,2.42,3.703,4.996,1.254,2.298,3.398,4.363
1.246,2.405,3.706,5.004,1.27,2.303,3.379,4.373
1.222,2.406,3.722,5.001,1.271,2.312,3.361,4.377
1.21,2.417,3.765,4.989,1.261,2.322,3.352,4.392
1.211,2.427,3.814,4.978,1.254,2.331,3.342,4.397
1.232,2.451,3.857,4.972,1.259,2.337,3.338,4.385
1.265,2.461,3.878,4.963,1.266,2.355,3.319,4.382
1.29,2.451,3.888,4.96,1.263,2.362,3.302,4.401
1.313,2.435,3.866,4.961,1.251,2.355,3.28,4.423
1.333,2.427,3.825,4.963,1.244,2.331,3.275,4.435
1.352,2.42,3.782,4.963,1.246,2.303,3.281,4.437
1.349,2.418,3.739,4.961,1.242,2.276,3.299,4.427
1.332,2.43,3.699,4.954,1.239,2.257,3.314,4.402
1.325,2.447,3.668,4.946,1.24,2.243,3.328,4.385
1.328,2.454,3.67,4.937,1.249,2.229,3.342,4.378
1.335,2.449,3.701,4.932,1.247,2.239,3.361,4.392
1.333,2.446,3.728,4.934,1.244,2.262,3.376,4.404
1.321,2.437,3.742,4.929,1.24,2.282,3.381,4.396
1.323,2.42,3.744,4.925,1.222,2.303,3.371,4.392
1.316,2.405,3.737,4.923,1.191,2.325,3.343,4.397
1.311,2.389,3.737,4.923,1.168,2.324,3.304,4.421
1.311,2.377,3.722,4.925,1.154,2.3,3.269,4.463
1.32,2.37,3.694,4.927,1.141,2.291,3.249,4.482
1.323,2.374,3.655,4.918,1.122,2.277,3.242,4.466
1.32,2.372,3.642,4.903,1.13,2.255,3.242,4.445
1.318,2.384,3.649,4.887,1.16,2.251,3.247,4.43
1.33,2.406,3.668,4.874,1.168,2.276,3.242,4.409
1.356,2.429,3.692,4.863,1.163,2.306,3.233,4.373
1.376,2.442,3.704,4.862,1.156,2.329,3.216,4.335
1.399,2.434,3.708,4.863,1.151,2.348,3.214,4.304
1.412,2.415,3.713,4.87,1.141,2.358,3.223,4.275
1.399,2.387,3.716,4.886,1.118,2.353,3.235,4.263
1.38,2.37,3.704,4.894,1.084,2.343,3.24,4.275
1.368,2.36,3.704,4.913,1.053,2.327,3.242,4.291
1.345,2.36,3.723,4.927,1.034,2.317,3.242,4.306
1.32,2.365,3.725,4.944,1.055,2.305,3.237,4.318
1.297,2.375,3.696,4.949,1.111,2.294,3.218,4.339
1.295,2.396,3.665,4.951,1.165,2.282,3.199,4.363
1.308,2.415,3.637,4.939,1.196,2.269,3.19,4.387
1.292,2.423,3.632,4.927,1.213,2.276,3.19,4.413
1.266,2.43,3.648,4.905,1.228,2.293,3.206,4.418
1.252,2.43,3.668,4.896,1.242,2.289,3.226,4.411
1.237,2.423,3.694,4.884,1.223,2.277,3.24,4.409
1.215,2.41,3.744,4.867,1.194,2.274,3.249,4.423
1.203,2.389,3.802,4.831,1.16,2.277,3.257,4.44
1.203,2.374,3.869,4.784,1.154,2.277,3.264,4.454
1.204,2.365,3.911,4.739,1.156,2.267,3.281,4.452
1.196,2.368,3.909,4.709,1.161,2.258,3.3,4.452
1.185,2.391,3.89,4.698,1.165,2.262,3.304,4.447
1.184,2.425,3.868,4.7,1.163,2.265,3.293,4.428
1.189,2.449,3.828,4.71,1.179,2.269,3.266,4.423
1.189,2.456,3.801,4.729,1.203,2.277,3.24,4.423
1.192,2.463,3.804,4.745,1.215,2.286,3.223,4.444
1.203,2.458,3.826,4.762,1.216,2.277,3.23,4.466
1.208,2.434,3.852,4.774,1.213,2.26,3.24,4.471
1.199,2.396,3.871,4.781,1.201,2.258,3.262,4.473
1.18,2.36,3.866,4.782,1.185,2.262,3.273,4.478
1.163,2.337,3.837,4.779,1.173,2.234,3.283,4.471
1.151,2.322,3.804,4.772,1.175,2.203,3.297,4.459
1.137,2.325,3.768,4.76,1.18,2.205,3.312,4.437
1.124,2.344,3.747,4.753,1.187,2.217,3.319,4.43
1.118,2.37,3.735,4.743,1.184,2.227,3.304,4.442
1.163,2.384,3.749,4.733,1.172,2.231,3.285,4.461
1.149,2.375,3.768,4.731,1.16,2.236,3.261,4.487
1.117,2.356,3.785,4.727,1.146,2.243,3.252,4.497
1.142,2.331,3.801,4.726,1.134,2.239,3.269,4.509
1.182,2.324,3.809,4.733,1.129,2.222,3.311,4.521
1.18,2.331,3.802,4.75,1.132,2.193,3.348,4.516
1.177,2.348,3.777,4.767,1.142,2.178,3.379,4.509
1.184,2.367,3.753,4.77,1.158,2.176,3.391,4.492
1.203,2.372,3.742,4.764,1.177,2.196,3.391,4.475
1.201,2.374,3.761,4.76,1.194,2.222,3.367,4.456
1.189,2.365,3.797,4.746,1.196,2.241,3.335,4.44
1.185,2.355,3.832,4.731,1.187,2.241,3.312,4.423
1.189,2.339,3.876,4.724,1.18,2.238,3.305,4.418
1.184,2.32,3.931,4.719,1.191,2.231,3.309,4.408
1.182,2.303,3.998,4.724,1.206,2.229,3.326,4.387
1.173,2.294,4.036,4.726,1.228,2.233,3.336,4.365
1.158,2.296,4.052,4.731,1.249,2.241,3.342,4.356
1.144,2.293,4.06,4.734,1.258,2.243,3.336,4.358
1.136,2.301,4.043,4.736,1.247,2.239,3.328,4.358
1.149,2.32,4.012,4.738,1.23,2.241,3.321,4.354
1.177,2.355,3.978,4.729,1.211,2.251,3.321,4.337
1.208,2.38,3.949,4.729,1.197,2.27,3.33,4.323
1.234,2.396,3.937,4.738,1.189,2.289,3.348,4.329
1.266,2.401,3.938,4.752,1.187,2.31,3.367,4.351
1.299,2.399,3.967,4.765,1.185,2.325,3.376,4.363
1.32,2.415,4.007,4.774,,2.341,3.374,4.365
1.313,2.434,4.043,4.786,,2.353,3.364,4.366
1.297,2.435,4.053,4.807,,2.358,3.343,4.365
1.273,2.441,4.045,4.837,,2.365,3.33,4.359
1.244,2.447,4.019,4.86,,2.37,3.318,4.341
1.199,2.454,3.979,4.879,,2.368,3.318,4.325
1.17,2.453,3.952,4.886,,2.372,3.316,4.32
1.172,2.454,3.95,4.891,,2.365,3.314,4.316
1.175,2.465,3.955,4.899,,2.353,3.323,4.306
1.173,2.478,3.974,4.917,,2.341,3.336,4.294
1.187,2.484,3.993,4.932,,2.343,3.343,4.275
1.208,2.482,3.998,4.942,,2.348,3.348,4.253
1.246,2.473,3.985,4.949,,2.343,3.352,4.243
1.278,2.46,3.962,4.958,,2.327,3.345,4.234
1.278,2.442,3.959,4.961,,2.305,3.335,4.22
1.28,2.435,3.95,4.966,,2.276,3.323,4.208
1.271,2.442,3.935,4.965,,2.241,3.3,4.201
1.252,2.453,3.921,4.966,,2.202,3.269,4.196
1.232,2.468,3.921,4.973,,2.16,3.233,4.201
1.208,2.485,3.912,4.982,,2.136,3.221,4.2
1.204,2.494,3.89,4.992,,2.123,3.221,4.2
1.216,2.487,3.868,4.994,,2.128,3.24,4.213
1.211,2.48,3.849,4.997,,2.153,3.271,4.218
1.218,2.473,3.821,4.989,,2.207,3.292,4.217
1.232,2.47,3.79,4.984,,2.255,3.302,4.22
1.237,2.473,3.775,4.973,,2.284,3.3,4.222
1.23,2.489,3.785,4.966,,2.305,3.297,4.234
1.203,2.506,3.802,4.961,,2.317,3.293,4.248
1.177,2.506,3.806,4.961,,2.31,3.297,4.272
1.165,2.489,3.796,4.966,,2.289,3.304,4.303
1.141,2.456,3.783,4.982,,2.264,3.304,4.339
1.139,2.418,3.761,4.999,,2.243,3.304,4.377
1.16,2.379,3.739,5.013,,2.234,3.309,4.408
1.177,2.36,3.716,5.018,,2.236,3.314,4.42
1.194,2.367,3.704,5.013,,2.243,3.319,4.425
1.211,2.391,3.684,5.003,,2.258,3.336,4.437
1.223,2.422,3.663,4.996,,2.284,3.347,4.444
1.223,2.456,3.649,4.987,,2.294,3.342,4.447
1.216,2.48,3.634,4.992,,2.289,3.319,4.44
1.211,2.487,3.62,4.992,,2.282,3.3,4.432
1.213,2.466,3.624,4.991,,2.276,3.295,4.43
1.216,2.442,3.66,4.982,,2.255,3.305,4.439
1.213,2.425,3.698,4.966,,2.226,3.323,4.44
1.203,2.425,3.706,4.939,,2.212,3.347,4.42
1.204,2.439,3.703,4.918,,2.212,3.369,4.396
1.201,2.458,3.708,4.91,,2.215,3.366,4.373
1.191,2.468,3.699,4.905,,2.226,3.364,4.372
1.191,2.463,3.68,4.893,,2.262,3.362,4.377
1.206,2.453,3.672,4.87,,2.305,3.348,4.378
1.208,2.442,3.68,4.853,,2.336,3.324,4.389
1.201,2.437,3.691,4.846,,2.353,3.297,4.416
1.203,2.449,3.689,4.858,,2.368,3.287,4.445
1.199,2.468,3.694,4.874,,2.374,3.292,4.471
1.199,2.477,3.706,4.891,,2.377,3.304,4.466
1.21,2.468,3.739,4.911,,2.367,3.311,4.439
1.222,2.447,3.773,4.922,,2.346,3.323,4.406
1.239,2.43,3.792,4.925,,2.315,3.335,4.373
1.252,2.42,3.806,4.922,,2.293,3.345,4.347
1.266,2.408,3.806,4.917,,2.289,3.357,4.315
1.266,2.405,3.814,4.917,,2.288,3.361,4.287
1.265,2.411,3.837,4.915,,2.272,3.364,4.277
1.258,2.403,3.873,4.911,,2.243,3.393,4.289
1.258,2.391,3.911,4.91,,2.212,3.436,4.318
1.252,2.374,3.95,4.913,,2.186,3.479,4.363
1.249,2.368,3.995,4.903,,2.153,3.5,4.397
1.251,2.362,4.047,4.893,,2.126,3.498,4.418
1.254,2.358,4.096,4.879,,2.105,3.472,4.43
1.258,2.355,4.127,4.877,,2.083,3.44,4.43
1.246,2.358,4.138,4.877,,2.061,3.416,4.415
1.225,2.355,4.162,4.896,,2.066,3.386,4.394
1.227,2.351,4.182,4.925,,2.088,3.366,4.373
1.225,2.343,4.2,4.949,,2.114,3.35,4.359
1.22,2.348,4.198,4.978,,2.129,3.364,4.346
1.23,2.344,4.198,4.999,,2.138,3.388,4.337
1.247,2.346,4.201,5.016,,2.152,3.405,4.334
1.258,2.348,4.203,5.02,,2.159,3.429,4.332
1.278,2.341,4.198,5.016,,2.166,3.45,4.341
1.297,2.32,4.196,5.006,,2.166,3.483,4.353
1.295,2.308,4.191,4.992,,2.147,3.508,4.366
1.29,2.291,4.184,4.968,,2.135,3.522,4.358
1.28,2.277,4.167,4.954,,2.133,3.503,4.329
1.27,2.277,4.167,4.946,,2.129,3.465,4.286
1.263,2.289,4.176,4.961,,2.136,3.428,4.255
1.254,2.293,4.169,4.982,,2.141,3.393,4.248
1.244,2.3,4.157,5.004,,2.143,3.359,4.248
1.235,2.31,4.167,5.023,,2.143,3.335,4.249
1.239,2.315,4.182,5.054,,2.155,3.314,4.241
1.24,2.324,4.189,5.09,,2.174,3.295,4.231
1.237,2.337,4.191,5.114,,2.169,3.283,4.215
1.246,2.339,4.177,5.138,,2.145,3.28,4.191
1.242,2.325,4.158,5.135,,2.135,3.287,4.167
1.23,2.306,4.139,5.145,,2.135,3.3,4.155
1.222,2.3,4.115,5.154,,2.124,3.304,4.141
1.228,2.3,4.1,5.154,,2.116,3.293,4.133
1.237,2.298,4.088,5.149,,2.129,3.271,4.139
1.235,2.308,4.072,5.14,,2.138,3.256,4.151
1.237,2.331,4.055,5.118,,2.152,3.247,4.16
1.247,2.348,4.057,5.101,,2.162,3.235,4.158
1.252,2.363,4.072,5.099,,2.162,3.225,4.163
1.251,2.37,4.079,5.094,,2.15,3.216,4.165
1.252,2.372,4.059,5.089,,2.136,3.221,4.155
1.259,2.363,4.04,5.073,,2.131,3.235,4.127
1.265,2.348,4.035,5.051,,2.141,3.235,4.09
1.277,2.327,4.053,5.027,,2.15,3.232,4.057
1.27,2.313,4.064,5.016,,2.155,3.22,4.033
1.261,2.306,4.072,5.035,,2.176,3.206,4.007
1.27,2.303,4.067,5.054,,2.191,3.177,3.993
1.273,2.294,4.048,5.089,,2.202,3.137,3.988
1.282,2.291,4.038,5.116,,2.203,3.109,3.998
1.294,2.293,4.045,5.123,,2.19,3.125,4.019
1.29,2.289,4.053,5.111,,2.157,3.177,4.041
1.27,2.282,4.053,5.087,,2.123,3.252,4.053
1.244,2.289,4.057,5.07,,2.098,3.333,4.043
1.22,2.296,4.06,5.061,,2.081,3.395,4.021
1.196,2.296,4.05,5.068,,2.071,3.434,3.992
1.175,2.294,4.045,5.089,,2.071,3.457,3.957
1.167,2.3,4.052,5.113,,2.071,3.46,3.923
1.179,2.289,4.072,5.135,,2.081,3.46,3.907
1.196,2.272,4.091,5.162,,2.095,3.453,3.888
1.227,2.27,4.117,5.173,,2.114,3.438,3.869
1.249,2.276,4.167,5.176,,2.123,3.424,3.857
1.258,2.276,4.222,5.168,,2.117,3.421,3.849
1.27,2.282,4.253,5.157,,2.109,3.434,3.844
1.263,2.296,4.261,5.15,,2.1,3.453,3.854
1.239,2.298,4.268,5.159,,2.102,3.46,3.873
1.213,2.298,4.286,5.176,,2.104,3.46,3.861
1.199,2.301,4.299,5.205,,2.1,3.46,3.845
1.194,2.306,4.299,5.242,,2.11,3.46,3.84
1.194,2.31,4.292,5.279,,2.129,3.464,3.842
1.21,2.303,4.291,5.303,,2.15,3.469,3.818
1.223,2.291,4.301,5.315,,2.153,3.467,3.785
1.237,2.289,4.325,5.319,,2.147,3.471,3.746
1.249,2.282,4.365,5.312,,2.153,3.477,3.713
1.251,2.274,4.382,5.309,,2.178,3.472,3.701
1.244,2.262,4.389,5.302,,2.19,3.443,3.715
1.23,2.253,4.385,5.293,,2.178,3.407,3.73
1.225,2.258,4.366,5.283,,2.153,3.381,3.734
1.21,2.265,4.341,5.279,,2.131,3.354,3.732
1.194,2.27,4.313,5.279,,2.107,3.333,3.718
1.185,2.276,4.303,5.281,,2.1,3.318,3.689
1.177,2.294,4.289,5.286,,2.109,3.3,3.677
1.179,2.313,4.279,5.278,,2.116,3.285,3.67
1.185,2.319,4.301,5.272,,2.131,3.285,3.675
1.189,2.312,4.334,5.254,,2.16,3.283,3.684
1.189,2.3,4.361,5.236,,2.174,3.262,3.679
1.172,2.288,4.38,5.223,,2.171,3.24,3.648
1.154,2.276,4.396,5.221,,2.171,3.233,3.624
1.148,2.27,4.396,5.224,,2.2,3.259,3.627
1.146,2.276,4.361,5.247,,2.233,3.29,3.66
1.134,2.284,4.301,5.278,,2.265,3.316,3.685
1.12,2.294,4.249,5.317,,2.301,3.309,3.711
1.113,2.308,4.205,5.357,,2.322,3.285,3.723
1.117,2.331,4.186,5.383,,2.325,3.256,3.713
1.129,2.332,4.193,5.391,,2.32,3.233,3.677
1.154,2.322,4.213,5.384,,2.31,3.223,3.622
1.184,2.306,4.244,5.369,,2.284,3.207,3.591
1.211,2.284,4.286,5.353,,2.241,3.195,3.589
1.218,2.267,4.32,5.343,,2.202,3.199,3.617
1.206,2.26,4.346,5.329,,2.202,3.211,3.641
1.177,2.257,4.349,5.309,,2.222,3.218,3.648
1.122,2.26,4.349,5.293,,2.233,3.22,3.637
1.065,2.265,4.323,5.276,,2.246,3.213,3.622
1.027,2.27,4.268,5.264,,2.265,3.207,3.615
1.001,2.267,4.218,5.25,,2.265,3.192,3.606
1.007,2.27,4.203,5.226,,2.257,3.178,3.598
1.036,2.269,4.21,5.211,,2.246,3.163,3.582
1.053,2.26,4.224,5.2,,2.241,3.144,3.575
1.079,2.251,4.229,5.197,,2.245,3.108,3.584
1.101,2.248,4.22,5.199,,2.257,3.07,3.584
1.113,2.257,4.189,5.207,,2.253,3.036,3.565
1.129,2.262,4.163,5.211,,2.245,3.017,3.524
1.142,2.255,4.136,5.209,,,3.017,3.474
1.137,2.25,4.129,5.209,,,3.018,3.452
1.139,2.255,4.15,5.178,,,3.027,3.445
1.141,2.265,4.163,5.144,,,3.053,3.448
1.141,2.281,4.163,5.104,,,3.075,3.455
1.134,2.288,4.162,5.051,,,3.077,3.457
1.124,2.289,4.155,4.992,,,,3.464
1.115,2.286,4.146,4.942,,,,3.481
1.118,2.276,4.148,4.908,,,,3.531
1.115,2.265,4.145,4.88,,,,3.582
1.108,2.262,4.131,4.875,,,,3.617
1.103,2.258,4.105,4.884,,,,3.636
1.099,2.255,4.074,4.899,,,,3.632
1.101,2.243,4.041,4.92,,,,3.634
1.098,2.238,4.036,4.949,,,,3.632
1.098,2.233,4.047,4.97,,,,3.641
1.105,2.236,4.047,4.977,,,,3.665
1.115,2.25,4.04,4.985,,,,3.699
1.129,2.265,4.035,4.985,,,,3.746
1.139,2.265,4.005,4.987,,,,3.785
1.146,2.257,3.959,5.001,,,,3.801
1.153,2.248,3.943,5.015,,,,3.802
1.158,2.245,3.937,5.02,,,,3.796
1.161,2.253,3.924,5.011,,,,3.785
1.16,2.267,3.926,4.992,,,,3.773
1.158,2.289,3.959,4.972,,,,3.773
1.168,2.322,3.969,4.953,,,,3.785
1.173,2.339,3.949,4.937,,,,3.816
1.173,2.334,3.931,4.932,,,,3.84
1.17,2.317,3.928,4.939,,,,3.844
1.17,2.305,3.89,4.958,,,,3.837
1.17,2.301,3.835,4.98,,,,3.835
1.165,2.3,3.783,4.997,,,,3.83
1.165,2.301,3.758,5.013,,,,3.832
1.173,2.3,3.765,5.016,,,,3.847
1.177,2.293,3.804,5.016,,,,3.878
1.185,2.281,3.842,5.006,,,,3.887
1.206,2.262,3.854,4.994,,,,3.895
1.203,2.25,3.832,4.985,,,,3.924
1.199,2.26,3.818,4.991,,,,3.955
1.201,2.274,3.768,5.001,,,,3.966
1.204,2.277,3.73,5.02,,,,3.961
1.215,2.277,,5.035,,,,
1.223,2.27,,5.049,,,,
1.216,2.269,,5.051,,,,
1.201,2.265,,5.044,,,,
1.182,2.262,,5.021,,,,
1.175,2.265,,4.994,,,,
1.167,2.272,,4.977,,,,
1.165,2.272,,4.977,,,,
1.167,2.279,,4.994,,,,
1.167,2.281,,5.02,,,,
1.172,2.274,,5.04,,,,
1.165,2.267,,5.047,,,,
1.153,2.251,,5.049,,,,
1.141,2.245,,5.042,,,,
1.136,2.257,,5.046,,,,
1.118,2.286,,5.047,,,,
